FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Rich,Ohrnberger,RG,74,70,53,71,82,55,70,25,40,11,10,10,81,74,30,21,10,91,78,97,10,15,10,10,10,10,75,10,10,29,18,31,10,11,15,15,15,25,10,15,5,5,5,5,5
Brandon,Taylor,SS,28,70,85,81,63,78,54,56,65,30,25,25,45,45,72,83,35,87,94,87,55,40,49,52,55,65,45,60,48,70,75,65,64,76,35,20,15,73,69,15,5,5,5,5,5
Johnnie,Troutman,LG,63,70,52,67,92,54,69,40,40,25,24,25,78,72,55,72,10,82,67,88,25,12,10,35,10,10,72,60,40,55,35,30,12,15,12,10,10,62,10,12,5,5,5,5,5
Jerry,Attaochu,ROLB,97,69,85,91,65,76,59,46,55,27,39,35,45,45,74,88,10,90,82,80,45,25,35,40,45,40,45,88,76,64,87,58,55,60,40,35,15,75,45,35,5,5,5,5,5
Crezdon,Butler,CB,20,69,92,87,45,89,64,60,62,12,18,10,45,45,37,92,55,95,88,70,10,70,59,15,77,82,45,22,29,46,45,74,71,81,45,20,35,42,53,15,5,5,5,5,5
Jonas,Mouton,MLB,57,69,77,84,71,86,64,67,65,21,14,14,45,45,87,78,10,95,87,75,10,40,35,33,45,55,45,76,54,66,83,64,71,77,49,45,15,85,60,25,5,5,5,5,5
Reggie,Walker,MLB,52,69,77,78,74,74,77,54,50,25,20,20,45,45,78,75,10,87,88,85,30,27,25,35,15,30,45,45,50,75,79,76,63,76,15,15,15,76,45,12,5,5,5,5,5
Seyi,Ajirotutu,WR,16,68,88,84,70,86,66,76,68,30,20,20,51,45,32,85,45,92,85,87,67,55,72,65,66,72,55,10,10,56,24,20,10,30,78,79,67,12,10,66,15,10,5,5,10
Jake,Byrne,TE,81,68,77,81,74,73,62,67,70,40,20,20,75,64,38,81,30,95,78,78,66,45,61,65,55,57,72,10,10,54,40,20,15,20,64,72,45,15,15,66,19,17,14,15,16
Ryan,Carrethers,DT,92,68,53,69,94,52,54,35,40,21,24,18,45,45,79,67,10,94,72,86,32,10,14,45,10,10,45,72,52,89,72,64,25,30,15,15,15,83,16,15,5,5,5,5,5
Kwame,Geathers,DT,95,68,49,72,89,53,64,39,44,20,20,20,45,45,87,67,10,88,69,78,33,10,12,25,10,10,45,74,43,83,71,60,12,20,15,15,15,78,10,25,5,5,5,5,5
Mike,Harris,RT,79,68,49,62,82,53,66,35,40,25,24,22,80,70,32,80,10,93,84,75,22,12,10,25,10,10,72,10,10,15,23,10,12,15,12,10,10,25,10,12,5,5,5,5,5
Willie,Smith,RT,69,68,54,72,87,60,64,30,35,12,12,15,78,70,42,63,10,88,70,75,10,15,10,10,10,10,74,10,10,32,31,19,10,14,15,15,15,55,10,15,5,5,5,5,5
Thomas,Keiser,LOLB,90,65,74,81,77,72,66,55,45,21,29,28,45,45,69,78,10,90,78,84,65,30,25,35,10,10,45,83,53,67,74,63,55,65,15,15,15,74,14,15,5,5,5,5,5
Nick,McDonald,C,62,65,54,68,85,52,61,35,45,10,13,10,79,76,44,35,11,88,76,75,32,31,15,10,10,10,68,20,20,36,39,15,12,12,15,15,15,22,10,15,5,5,5,5,5
Tourek,Williams,ROLB,58,65,79,77,78,78,54,48,55,25,20,20,45,45,78,82,10,84,78,85,45,24,25,35,15,30,45,84,72,75,72,49,50,60,25,20,15,86,55,25,5,5,5,5,5
Damik,Scafe,RE,75,64,64,79,84,65,62,35,40,14,17,11,45,45,75,72,10,88,74,80,10,13,10,10,10,10,45,76,52,80,71,60,19,22,15,15,15,72,10,15,5,5,5,5,5
Kerwynn,Williams,HB,27,64,92,87,59,88,40,75,74,41,24,20,38,36,34,90,79,91,94,69,53,86,81,56,77,73,35,10,10,35,22,28,15,31,74,67,62,21,30,55,35,30,20,15,15
Brad,Sorensen,QB,4,63,68,66,65,67,41,35,65,91,19,19,15,13,15,73,10,92,90,75,35,20,59,62,45,44,14,10,10,12,21,10,12,12,15,15,15,15,10,15,77,73,70,61,75
Nick,Becton,RT,67,61,63,77,76,65,46,27,40,33,21,11,73,76,30,74,10,90,80,65,25,10,10,10,10,10,78,10,10,25,21,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Marcus,Cromartie,CB,35,61,92,87,54,84,49,56,60,29,14,17,45,45,52,83,60,90,87,75,30,70,74,33,66,76,45,35,42,40,62,44,71,79,45,50,28,55,62,32,5,5,5,5,5
Tevin,Reese,WR,84,61,93,94,39,90,52,79,65,30,20,15,30,29,22,97,42,83,89,60,24,73,76,32,79,83,33,15,20,35,29,15,15,20,75,63,57,12,13,44,10,10,10,10,10
Kenny,Wiggins,LT,72,61,56,70,84,54,67,35,40,11,18,18,79,71,35,66,10,92,81,80,29,11,10,10,10,10,72,10,10,28,35,26,12,19,15,15,15,29,10,15,5,5,5,5,5
Mike,Windt,TE,47,52,70,72,74,66,72,65,60,10,11,14,77,65,49,54,10,88,75,80,10,20,15,15,10,10,69,10,10,52,19,13,22,19,47,55,40,65,10,42,10,10,10,10,10
