FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Shelley,Smith,LG,64,79,63,70,80,64,77,22,40,20,26,20,91,74,21,67,10,88,75,80,10,19,10,10,10,10,83,10,10,21,37,28,20,26,12,10,10,20,10,12,5,5,5,5,5
Philip,Wheeler,ROLB,52,78,79,85,75,77,83,46,55,25,20,20,45,45,73,80,10,92,87,85,25,24,25,35,15,30,45,82,65,66,75,77,69,76,15,15,15,87,40,12,5,5,5,5,5
Dannell,Ellerbe,MLB,59,77,83,85,66,84,82,58,55,33,20,21,45,45,74,75,10,89,92,90,10,46,19,27,45,45,45,68,77,75,90,83,65,73,30,25,15,85,60,30,5,5,5,5,5
Lamar,Miller,HB,26,77,95,96,58,93,70,65,84,35,19,15,35,68,40,90,72,85,92,69,56,79,85,65,77,88,44,10,10,35,33,12,15,25,63,63,48,20,20,65,35,25,15,15,15
Daniel,Thomas,HB,33,76,85,87,77,81,73,71,76,65,20,22,47,58,40,77,35,88,87,78,86,67,85,93,92,84,50,30,30,35,35,35,18,25,71,68,49,35,15,50,55,49,45,33,45
Dion,Jordan,RE,95,75,85,93,66,85,48,55,55,24,26,19,45,45,83,82,10,85,72,87,65,59,70,55,55,50,55,64,90,72,86,63,66,72,35,30,15,90,45,20,5,5,5,5,5
Rishard,Matthews,WR,18,75,87,86,66,87,70,82,66,28,26,19,53,47,31,87,70,89,93,86,64,57,76,53,91,69,45,10,10,52,37,27,10,21,81,85,77,12,10,79,15,10,5,5,10
Ja'Wuan,James,RT,72,74,52,79,83,61,60,25,40,15,20,21,82,85,30,75,10,96,85,66,12,11,10,10,10,10,75,10,10,20,30,23,16,11,12,10,10,35,10,12,5,5,5,5,5
Matt,Moore,QB,8,74,69,75,58,71,71,35,48,84,25,25,15,20,25,60,10,90,90,70,20,20,60,30,48,64,20,10,10,25,44,20,15,20,12,10,10,12,10,12,82,73,78,63,75
Dion,Sims,TE,80,74,77,81,76,77,54,73,76,35,25,25,65,63,44,87,20,79,86,74,81,46,73,67,72,66,80,10,10,49,35,10,12,18,85,82,58,30,25,75,10,10,10,10,10
Jason,Fox,RT,74,73,60,75,81,68,74,55,50,22,20,20,72,82,22,64,10,78,85,60,40,25,25,30,30,35,86,10,10,22,20,20,15,15,35,40,39,20,10,35,5,5,5,5,5
Nate,Garner,LG,75,73,60,70,88,52,70,45,45,30,25,25,85,73,30,50,0,92,81,85,20,10,10,30,10,10,75,10,10,20,20,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Jelani,Jenkins,ROLB,53,72,82,86,74,87,61,59,64,25,20,20,45,45,84,86,10,85,93,84,45,44,39,48,45,54,45,55,66,67,73,69,75,84,39,45,15,88,50,25,5,5,5,5,5
Damian,Williams,WR,1,72,87,83,60,89,68,78,71,23,21,21,58,37,20,84,75,90,89,70,44,90,76,40,85,88,35,10,10,55,33,28,10,22,72,84,71,15,15,73,15,10,5,5,10
Jimmy,Wilson,FS,27,72,88,91,54,87,66,63,56,30,15,15,45,45,57,88,35,91,88,79,25,72,35,15,62,72,45,45,51,58,68,56,80,77,55,45,20,63,54,25,5,5,5,5,5
Jason,Trusnik,MLB,93,71,75,83,74,73,73,44,65,30,25,25,45,45,76,75,5,88,72,70,10,15,10,10,10,10,45,73,82,73,86,76,56,68,15,15,15,74,40,15,5,5,5,5,5
Will,Davis,CB,29,70,89,93,55,93,54,69,64,21,15,11,45,45,42,90,78,87,91,66,35,75,81,40,74,83,45,35,43,38,66,64,83,73,54,50,39,46,65,34,5,5,5,5,5
Jordan,Kovacs,SS,44,70,85,90,66,83,44,55,62,35,15,19,45,45,75,86,35,90,85,80,60,44,62,50,49,52,45,58,60,64,79,70,63,72,46,40,15,80,70,15,15,10,10,15,15
Marcus,Thigpen,HB,34,70,92,94,66,92,60,70,73,34,19,15,39,40,38,85,89,88,87,65,49,87,76,57,84,88,44,10,10,35,33,12,15,25,66,65,45,20,20,52,35,25,15,15,15
Dallas,Thomas,RG,70,70,69,85,83,69,55,35,40,25,15,10,76,80,39,75,10,90,83,79,24,11,10,10,10,10,71,20,10,35,36,10,12,12,15,15,15,28,10,15,5,5,5,5,5
Sam,Brenner,C,65,69,66,81,87,62,57,40,40,22,18,22,81,76,55,78,10,89,78,76,15,11,10,10,10,10,83,45,35,60,58,40,25,35,15,15,15,35,10,15,5,5,5,5,5
Michael,Egnew,TE,84,69,84,82,64,82,64,77,72,35,22,12,60,44,33,88,10,87,92,58,68,64,72,61,72,79,55,30,25,43,39,22,17,19,82,68,57,25,25,71,30,25,20,10,20
Anthony,Gaitor,CB,37,69,87,92,37,85,65,65,66,35,25,25,45,45,60,84,35,95,88,87,35,73,59,32,72,75,45,22,32,45,74,66,74,80,40,40,40,64,58,40,5,5,5,5,5
Jarvis,Landry,WR,14,69,84,87,62,87,53,90,72,33,16,17,57,40,45,77,60,90,92,90,67,66,74,55,74,77,59,10,10,49,55,29,10,15,85,87,69,12,10,62,15,10,5,5,10
Arthur,Lynch,TE,88,69,78,80,83,77,44,70,74,35,22,22,67,66,39,77,35,92,84,85,74,54,68,65,66,75,68,10,10,55,36,17,19,18,67,80,62,12,10,63,15,10,5,5,10
Derrick,Shelby,LE,79,69,72,84,76,72,60,35,22,12,14,12,45,45,69,86,10,90,75,74,27,22,25,31,55,25,45,81,64,71,75,63,25,33,20,15,15,75,20,25,5,5,5,5,5
Jamar,Taylor,CB,22,69,93,94,62,91,45,59,55,35,22,25,45,45,70,88,50,85,95,90,25,75,65,44,70,75,45,43,67,48,78,58,77,79,45,44,35,74,69,30,5,5,5,5,5
Jalil,Brown,CB,30,68,87,88,63,90,56,52,56,18,17,22,45,45,58,84,35,90,88,77,50,42,50,45,65,70,45,60,45,46,73,60,78,75,42,45,25,63,76,34,5,5,5,5,5
Mike,Gillislee,HB,23,68,87,87,58,89,52,70,84,40,26,20,60,70,33,76,60,92,93,78,64,76,78,54,79,83,67,10,10,30,39,29,12,15,77,69,45,35,20,63,35,30,20,15,15
Armon,Binns,WR,19,67,87,82,64,83,65,75,65,28,16,17,41,48,32,83,55,83,89,84,46,72,69,35,74,76,39,10,10,42,37,27,10,21,83,76,66,12,10,72,15,10,5,5,10
Michael,Thomas,SS,31,67,89,91,60,85,52,62,65,40,25,25,45,45,65,90,59,90,86,83,49,54,67,44,66,70,45,44,52,68,78,61,61,71,45,40,32,67,63,40,5,5,5,5,5
Billy,Turner,LT,77,67,62,76,85,56,54,35,40,11,15,12,78,84,34,75,10,95,79,71,13,11,10,10,10,10,74,10,10,25,30,28,12,13,15,15,15,28,10,15,5,5,5,5,5
Walt,Aikens,CB,35,66,89,91,57,86,46,61,66,35,25,25,45,45,61,85,50,93,89,72,30,61,65,29,65,72,45,45,40,53,72,51,73,83,45,44,25,64,86,30,5,5,5,5,5
David,Arkin,RG,66,66,55,65,91,54,46,35,40,30,25,25,79,77,45,50,10,89,84,95,20,5,10,10,10,10,81,10,10,20,15,15,12,15,15,15,15,20,10,12,8,8,8,8,8
Caleb,Sturgis,K,9,66,76,72,35,66,70,25,42,32,92,76,16,17,40,32,10,85,87,84,10,23,10,10,10,10,16,10,10,26,42,29,20,14,15,15,15,25,10,15,35,30,25,20,20
Jordan,Tripp,ROLB,57,66,84,87,71,85,45,67,65,29,19,19,45,45,75,88,15,90,85,88,55,35,45,47,35,45,45,72,66,64,71,74,58,73,39,45,10,69,65,12,5,5,5,5,5
Kevin,Cone,WR,15,65,92,89,60,85,61,73,67,27,10,15,54,44,49,90,65,89,87,75,45,44,62,58,72,71,49,35,33,49,35,30,15,20,81,65,63,28,40,76,5,5,5,5,5
Pat,Devlin,QB,7,65,68,73,52,69,50,35,65,80,32,32,33,34,10,62,10,93,88,66,20,27,55,25,55,60,10,10,10,10,24,21,11,24,12,10,10,12,10,12,85,76,63,65,75
Terrence,Fede,LE,78,65,77,85,75,73,45,49,48,33,22,21,45,45,76,78,10,94,79,75,25,15,22,10,40,26,45,66,82,68,76,49,40,45,40,35,15,74,24,35,5,5,5,5,5
Matt,Hazel,WR,83,65,90,92,54,88,48,77,72,23,21,21,42,37,27,87,65,91,88,69,39,72,75,44,74,73,40,10,10,45,42,28,10,22,73,75,64,15,15,71,15,10,5,5,10
Don,Jones,FS,36,65,93,90,64,90,48,56,60,20,25,15,45,45,63,97,40,91,88,69,25,65,49,40,71,75,45,35,54,62,65,40,74,70,40,35,15,85,72,12,15,10,10,15,15
Stephen,Williams,WR,81,65,89,84,58,87,60,76,62,28,14,15,50,32,45,93,40,88,82,74,49,66,65,67,59,66,54,10,10,60,49,18,15,15,80,67,64,15,15,72,15,10,5,5,10
Anthony,Johnson,DT,76,64,57,82,78,62,48,32,39,21,24,17,45,45,79,65,10,92,75,77,19,10,10,10,10,10,45,76,65,76,83,49,15,20,20,17,15,69,20,25,5,5,5,5,5
Kyle,Miller,FB,86,64,76,74,62,80,64,64,74,35,25,25,75,54,58,77,25,92,85,74,63,44,61,55,49,55,64,40,35,46,35,40,21,25,63,67,47,50,45,65,20,15,10,10,10
Ryan,Spadola,WR,87,64,93,90,55,88,52,76,62,33,35,31,48,35,24,88,69,92,87,69,45,72,69,44,65,74,55,10,10,44,45,19,10,16,75,69,64,15,15,67,15,10,5,5,10
Isaako,Aaitui,DT,97,63,63,72,88,62,56,30,40,14,17,11,45,45,77,63,10,88,66,88,10,13,10,10,10,10,45,73,37,85,65,43,12,15,15,15,15,61,10,15,5,5,5,5,5
Jonathan,Freeny,LOLB,56,63,81,86,65,75,65,42,55,24,16,15,45,45,71,85,10,87,79,75,25,35,10,25,30,25,45,78,68,62,82,46,55,60,25,22,10,72,45,15,5,5,5,5,5
A.J.,Francis,DT,96,60,53,73,79,54,49,40,35,19,15,15,45,45,72,75,10,90,70,76,30,13,28,19,10,10,45,73,52,87,77,45,15,25,15,10,10,83,10,15,5,5,5,5,5
John,Denney,TE,92,56,66,71,75,64,87,62,57,22,29,18,75,65,66,44,10,90,82,84,33,47,10,25,10,10,65,67,52,70,72,65,15,20,50,55,49,65,15,15,10,10,10,10,10
