FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Chase,Daniel,QB,10,76,72,81,52,73,71,40,72,83,12,12,11,14,22,65,10,90,95,98,26,50,75,35,64,68,25,10,10,21,22,25,13,26,12,10,10,12,10,12,85,73,77,70,83
Chris,Owens,CB,20,76,88,91,49,84,74,64,56,17,21,24,45,45,65,84,46,93,87,87,10,71,45,10,60,72,45,32,40,35,83,73,83,79,30,33,25,35,51,15,5,5,5,5,5
Marcus,Cooper,CB,31,75,91,85,66,85,67,59,55,20,22,17,45,45,61,91,59,93,88,75,34,52,60,22,60,65,45,44,58,40,75,65,81,78,40,35,10,75,82,20,10,10,10,10,10
Knile,Davis,HB,34,75,94,91,79,84,68,76,78,42,25,25,45,55,39,83,76,75,87,78,85,68,82,78,72,68,54,10,10,29,45,20,12,15,68,72,46,25,15,69,39,35,20,20,35
Ryan,Succop,K,6,75,62,66,50,64,79,23,40,38,90,81,16,17,29,25,10,96,81,65,10,15,10,10,10,10,16,10,10,29,32,24,11,20,15,15,15,12,10,15,15,15,15,15,15
Eric,Fisher,LT,72,74,70,86,85,73,75,40,45,29,21,11,84,78,43,76,10,91,94,86,39,25,35,44,25,28,85,35,39,40,35,30,12,12,25,30,20,35,10,30,5,5,5,5,5
Travis,Kelce,TE,87,74,83,84,80,76,47,75,75,67,35,32,75,70,45,91,5,82,87,85,74,65,75,70,68,78,79,20,20,40,42,15,12,14,73,78,45,15,10,73,63,60,54,25,44
Dee,Ford,ROLB,55,73,85,88,86,85,62,45,50,25,14,12,45,45,77,85,10,87,84,86,24,36,32,35,60,40,45,72,86,68,89,56,55,65,20,15,15,76,20,30,5,5,5,5,5
Sean,McGrath,TE,84,73,77,84,68,79,72,76,70,20,20,22,70,54,40,77,5,90,83,80,65,44,69,62,60,64,66,10,10,49,35,15,12,13,76,73,61,20,10,66,15,10,5,5,10
Richard,Gordon,TE,81,72,79,83,76,74,69,65,72,38,35,21,76,65,56,78,15,76,84,85,72,45,60,71,65,66,72,20,20,40,25,15,13,16,55,69,52,15,10,72,15,10,5,5,10
Jeff,Linkenbach,RG,74,72,55,68,85,54,75,20,35,20,12,15,73,79,33,45,10,92,75,72,10,15,10,10,10,10,75,10,10,33,30,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Kyle,Love,DT,98,72,61,73,84,59,73,35,30,30,20,20,45,45,78,55,10,84,76,75,30,39,25,35,25,35,45,75,55,76,75,72,25,36,15,10,10,72,25,12,5,5,5,5,5
Frank,Zombo,LOLB,51,72,81,78,68,75,74,58,50,18,22,29,45,45,81,72,10,85,88,91,49,35,22,28,10,56,45,74,50,65,83,74,65,76,15,15,15,67,50,20,5,5,5,5,5
Phillip,Gaines,CB,23,71,94,95,50,93,45,65,62,27,10,11,45,45,43,87,60,88,92,68,25,60,54,32,68,65,45,32,36,37,62,64,79,85,54,38,20,40,79,15,5,5,5,5,5
J'Marcus,Webb,LT,73,71,59,71,90,66,73,21,40,18,12,11,77,80,35,40,10,93,79,75,10,17,10,10,10,10,82,10,10,25,31,20,13,20,19,15,15,25,10,15,5,5,5,5,5
Kyle,Williams,WR,19,71,92,94,42,93,70,76,53,24,21,18,36,24,25,88,73,72,86,55,27,90,76,29,84,88,46,10,10,35,42,24,12,17,83,74,75,15,15,58,15,10,5,5,10
Malcolm,Bronson,FS,41,70,85,88,61,87,53,62,65,21,17,19,45,45,72,83,55,82,87,75,44,52,57,44,55,60,45,45,50,60,77,62,74,73,49,48,15,73,72,25,5,5,5,5,5
Sanders,Commings,CB,26,70,92,90,67,87,46,56,70,40,25,22,45,45,71,86,50,90,89,85,45,72,64,40,69,72,45,52,66,60,67,51,83,77,60,52,40,71,90,44,5,5,5,5,5
Rishaw,Johnson,LG,75,70,64,70,83,59,65,33,39,30,25,25,79,75,44,81,10,86,78,77,15,10,10,10,10,10,74,35,33,33,45,25,12,15,12,10,10,50,10,12,5,5,5,5,5
Nico,Johnson,MLB,57,70,77,81,74,75,63,52,64,19,10,15,45,45,87,78,10,92,82,83,44,25,48,39,35,29,45,66,54,86,84,65,55,68,25,28,24,81,65,20,5,5,5,5,5
Eric,Kettani,FB,44,70,82,78,68,73,66,62,73,12,10,11,67,52,54,65,32,90,92,97,77,39,68,82,67,66,76,10,10,57,56,25,14,24,35,33,49,25,25,40,20,15,10,10,10
Jermelle,Cudjo,DT,93,69,65,75,81,62,67,25,25,20,20,20,45,45,72,66,10,92,69,75,10,12,10,10,10,10,45,79,60,73,76,58,15,25,12,10,10,66,10,12,5,5,5,5,5
Thomas,Gafford,TE,43,69,72,74,72,70,68,57,63,10,17,19,82,65,61,62,10,93,77,80,55,54,60,49,55,60,79,10,10,49,10,27,22,21,55,68,60,12,20,67,10,10,10,10,10
A.J.,Jenkins,WR,15,69,93,91,39,91,66,78,64,35,32,32,46,35,25,91,60,88,92,81,35,85,76,39,75,84,39,10,10,40,45,20,15,20,80,72,68,12,18,55,15,10,5,5,10
Joe,McKnight,HB,30,69,93,94,57,94,65,74,65,30,25,25,28,33,49,87,85,79,91,70,47,88,73,45,87,92,35,25,47,50,65,35,63,59,64,75,67,40,57,65,35,30,20,15,15
Jerron,McMillian,FS,34,69,92,87,54,88,60,50,65,62,25,25,45,45,64,92,30,95,89,91,55,45,35,45,65,61,45,64,55,63,72,54,62,72,35,33,15,81,65,15,55,56,49,24,62
Aaron,Murray,QB,7,69,75,74,49,73,53,45,63,85,30,32,22,18,20,69,10,79,92,88,25,41,62,35,45,49,27,10,10,27,25,13,12,22,15,15,15,12,10,15,77,82,64,70,80
Mike,Catapano,RE,77,68,78,86,82,71,51,54,54,25,17,25,45,45,72,88,10,93,82,79,54,25,46,40,60,50,45,69,79,73,81,53,39,54,30,35,10,76,12,15,5,5,5,5,5
Zach,Fulton,LG,73,68,62,72,85,51,60,20,25,20,20,20,83,73,35,64,10,92,74,87,15,10,10,10,10,10,72,10,10,20,35,20,12,15,12,10,10,20,10,12,5,5,5,5,5
Cyrus,Gray,HB,32,68,92,93,64,85,61,71,74,30,25,21,44,53,33,82,83,90,86,75,53,79,80,45,80,74,42,20,20,25,17,18,15,20,60,65,66,21,20,55,10,10,10,10,10
Jaye,Howard,DT,96,68,73,86,76,72,60,25,40,28,19,11,45,45,74,77,13,87,74,56,35,11,24,48,40,35,45,86,66,66,72,46,15,25,12,10,10,69,10,12,5,5,5,5,5
Dezman,Moses,ROLB,54,68,77,87,74,80,63,61,66,34,28,28,45,45,71,88,10,91,82,85,56,35,49,51,49,35,45,83,66,65,77,62,55,60,54,53,35,80,47,44,5,5,5,5,5
Ron,Parker,CB,38,68,95,91,66,87,66,57,60,25,20,20,45,45,66,86,45,88,87,70,20,72,64,25,70,74,45,30,50,49,72,48,75,67,54,47,15,68,57,20,15,10,10,15,15
DeMarcus,Van Dyke,CB,40,68,98,96,44,87,59,64,51,19,21,22,45,45,48,87,62,87,87,66,12,76,64,30,70,75,45,25,33,35,63,52,73,68,55,42,20,39,76,34,5,5,5,5,5
James-Michael,Johnson,MLB,52,67,81,77,72,85,64,45,65,13,20,11,45,45,79,89,10,90,88,80,25,10,20,29,35,56,45,55,70,75,80,64,63,76,40,25,20,85,60,15,5,5,5,5,5
Kevin,Rutland,CB,22,67,89,88,52,86,64,55,57,15,15,15,45,45,58,90,35,90,87,65,32,71,39,32,70,68,45,29,39,45,67,56,75,71,45,40,25,43,55,20,5,5,5,5,5
Weston,Dressler,WR,13,66,90,92,45,88,65,80,66,25,21,24,35,35,39,83,75,92,93,84,37,80,82,35,78,84,39,10,10,35,29,23,26,21,74,78,60,15,15,50,15,10,5,5,10
Laurent,Duvernay-Tardif,RT,76,66,71,82,92,72,42,40,65,17,20,21,78,76,45,77,10,93,85,86,15,10,10,10,10,10,74,10,10,25,31,10,12,12,25,30,30,15,10,40,5,5,5,5,5
Junior,Hemingway,WR,88,66,85,90,68,80,62,76,73,35,20,20,30,55,41,87,47,80,91,87,70,62,77,63,73,81,65,10,10,45,35,25,20,25,73,85,51,12,15,72,24,22,20,22,19
Rokevious,Watkins,RG,69,66,54,66,87,50,48,33,45,30,25,25,81,78,40,73,10,83,68,77,20,12,10,30,10,10,80,10,10,20,25,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Eric,Kush,C,64,65,67,77,79,69,58,40,40,22,18,22,77,76,55,76,10,87,82,85,15,11,10,10,10,10,78,45,35,60,58,40,25,35,15,15,15,55,10,15,5,5,5,5,5
De'Anthony,Thomas,HB,1,65,93,91,41,93,45,77,65,32,20,22,30,29,19,85,87,73,81,64,38,90,85,35,91,95,30,10,10,20,35,20,19,35,81,66,55,12,15,45,25,20,15,5,25
Tyler,Bray,QB,9,64,56,65,54,62,47,35,54,96,15,12,11,14,20,68,10,87,90,69,32,20,46,31,40,44,11,10,10,21,19,31,13,12,15,15,15,12,10,15,74,71,74,50,75
Josh,Martin,LOLB,95,64,83,77,78,74,51,50,60,25,22,18,45,45,76,78,10,90,80,75,46,35,49,54,40,35,45,77,66,74,77,61,55,61,20,20,15,69,42,25,5,5,5,5,5
Daniel,Sorensen,SS,49,63,82,85,62,85,45,56,60,30,25,25,45,45,73,81,45,93,88,85,40,35,49,35,55,50,45,45,54,65,78,64,55,65,35,39,30,66,65,30,10,10,10,10,10
Chas,Alecxih,RE,67,57,61,72,71,64,62,25,40,36,14,15,45,45,69,80,10,89,75,92,19,11,10,10,15,10,45,75,45,73,74,67,20,15,20,15,15,63,24,25,5,5,5,5,5
Jerrell,Jackson,WR,89,55,92,90,72,88,40,72,66,32,20,21,45,32,33,94,65,84,90,84,31,74,69,33,75,85,35,10,10,45,30,20,15,20,73,59,43,20,20,55,15,10,5,5,10
