FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Tim,Jamison,RE,96,74,74,76,81,66,76,25,35,11,22,21,45,45,83,72,10,89,73,80,10,27,10,10,10,10,45,74,54,83,77,75,39,49,12,10,10,75,10,12,5,5,5,5,5
Louis,Nix III,DT,92,74,53,75,86,50,62,35,40,10,11,12,45,45,89,68,10,82,73,85,29,10,15,25,15,11,45,77,54,92,84,70,14,20,15,15,15,75,10,15,5,5,5,5,5
Ben,Jones,LG,60,73,60,62,87,61,68,32,40,12,11,15,85,72,40,80,10,92,90,95,15,10,10,10,10,10,82,10,10,33,32,22,10,12,12,10,10,12,10,12,5,5,5,5,5
Derek,Newton,RT,75,73,68,79,83,70,70,27,40,11,15,12,79,75,32,56,10,85,74,92,10,21,10,10,10,10,69,10,10,25,30,28,12,13,15,15,15,20,10,15,5,5,5,5,5
Mike,Thomas,WR,89,73,93,94,47,92,74,80,59,17,19,19,45,18,13,92,85,88,87,75,55,94,85,40,95,95,30,10,10,45,35,20,18,26,69,74,77,15,15,46,15,10,5,5,10
C.J.,Fiedorowicz,TE,87,72,77,78,80,74,52,76,75,35,20,20,70,67,33,81,30,96,90,81,70,45,64,69,60,64,69,10,10,54,42,25,15,25,75,83,55,12,10,82,15,10,5,5,10
Brandon,Harris,CB,26,72,88,90,54,88,65,60,60,35,10,11,45,45,61,87,45,92,88,95,35,70,55,15,66,76,45,55,45,42,68,54,82,77,50,45,20,59,79,25,5,5,5,5,5
Whitney,Mercilus,LOLB,59,72,83,87,78,73,68,39,49,20,25,15,45,45,75,82,10,95,78,72,35,25,22,45,49,44,45,85,71,66,81,66,52,60,25,15,15,85,30,15,5,5,5,5,5
Eddie,Pleasant,SS,35,72,85,84,73,78,60,58,65,25,25,21,45,45,73,84,25,94,88,86,55,47,56,52,65,66,45,52,64,72,57,68,69,74,44,33,33,80,64,12,5,5,5,5,5
Jerrell,Powe,DT,95,72,56,73,92,56,71,39,40,26,25,25,45,45,79,56,10,88,66,84,20,12,15,24,10,10,45,81,37,89,77,54,15,30,15,15,15,76,15,15,5,5,5,5,5
Jared,Crick,LE,93,71,68,77,78,62,65,30,55,28,17,22,45,45,79,81,10,74,82,95,40,10,22,10,10,10,45,81,44,86,84,75,21,40,15,15,15,92,12,15,5,5,5,5,5
Dennis,Johnson,HB,28,71,90,89,77,90,54,73,74,25,15,14,55,65,32,82,84,91,90,86,82,68,81,74,74,81,47,10,10,26,35,20,15,15,70,65,64,22,20,65,35,30,20,15,15
Keshawn,Martin,WR,82,71,94,95,46,94,70,78,58,35,24,24,46,33,25,92,82,88,93,67,35,87,88,39,82,89,35,15,20,40,35,15,15,20,75,68,69,15,15,54,10,10,10,10,10
Ricardo,Mathews,LE,94,71,71,80,83,67,72,44,30,30,20,20,45,45,73,69,10,88,77,72,30,32,35,35,25,35,45,82,65,69,73,55,25,44,15,10,10,77,25,12,5,5,5,5,5
Brad,Smelley,FB,47,71,73,69,75,71,65,75,79,30,25,25,69,51,52,74,20,92,86,84,77,38,66,74,65,60,83,15,15,50,59,20,12,15,65,75,64,54,10,62,5,5,5,5,5
Brennan,Williams,RT,73,71,61,73,88,60,50,35,46,13,16,11,88,75,45,75,10,83,79,92,29,11,15,20,10,10,72,10,10,35,32,28,12,13,15,25,15,33,10,15,5,5,5,5,5
Jay,Prosch,FB,45,70,79,76,85,69,45,72,74,35,19,19,78,72,55,79,45,95,85,92,72,45,70,70,60,64,79,30,35,33,48,20,15,20,63,64,54,65,20,72,20,15,10,10,10
Tom,Savage,QB,3,70,70,76,64,62,54,25,64,94,15,18,18,12,19,68,10,90,90,76,48,45,60,42,48,52,18,10,10,19,12,25,13,19,15,15,15,12,10,15,76,80,66,65,75
Elbert,Mack,CB,43,69,87,88,50,90,70,68,68,25,22,22,45,45,49,85,75,92,90,78,30,72,65,28,70,82,45,40,45,44,75,65,73,76,40,30,10,51,67,20,8,8,8,8,8
Jeff,Tarpinian,MLB,52,69,83,79,65,75,74,44,50,27,22,25,45,45,83,79,12,85,84,85,55,33,42,50,39,42,45,66,45,70,79,75,60,72,15,15,15,71,54,15,5,5,5,5,5
Jonathan,Grimes,HB,41,68,86,91,73,85,52,65,78,35,25,25,54,55,33,90,69,91,85,84,72,79,75,64,80,84,35,20,20,30,45,15,12,15,49,57,45,15,10,58,35,30,20,15,15
DeVier,Posey,WR,11,68,90,87,59,88,59,75,64,35,20,18,46,46,32,89,55,85,88,69,55,64,65,52,76,72,44,10,10,52,30,25,15,25,78,83,64,12,10,73,15,10,5,5,10
Will,Yeatman,LT,68,67,67,79,73,72,65,72,68,35,25,29,74,82,45,62,25,90,82,85,75,38,57,69,55,64,81,20,20,20,25,15,15,20,52,69,49,20,10,75,10,10,10,10,10
Andre,Hal,CB,38,66,89,91,56,86,44,67,65,30,18,19,45,45,47,87,40,94,89,65,30,72,65,35,69,75,45,30,35,32,65,56,82,78,55,40,20,45,69,32,5,5,5,5,5
Zach,Potter,TE,86,66,72,82,75,64,71,70,67,14,14,15,73,64,60,66,8,86,82,82,65,29,53,62,45,52,76,62,42,61,61,29,10,29,58,59,54,25,25,66,15,10,5,5,10
David,Quessenberry,LT,77,66,67,74,80,69,63,63,64,30,22,21,84,75,41,77,10,95,84,72,20,15,10,19,10,10,81,25,15,39,29,20,13,15,54,65,39,20,10,45,5,5,5,5,5
Jawanza,Starling,FS,29,66,91,85,64,87,52,53,64,17,23,19,45,45,70,88,55,87,86,78,52,39,54,52,65,60,45,49,55,62,64,49,65,71,49,45,15,78,69,15,5,5,5,5,5
Lonnie,Ballentine,FS,39,65,92,91,64,86,39,53,65,25,15,30,45,45,60,89,40,92,87,75,55,45,65,44,60,65,45,55,49,52,67,61,66,72,59,55,20,90,68,20,15,10,10,15,15
Alfred,Blue,HB,44,65,86,88,62,78,45,74,85,30,25,25,40,49,29,81,55,79,84,78,84,55,76,88,74,76,52,10,10,11,40,20,15,20,66,70,63,20,20,64,30,25,20,15,15
A.J.,Bouye,CB,34,65,89,93,61,91,47,58,65,27,10,11,45,45,51,88,65,83,91,72,35,67,74,39,74,76,45,37,40,45,62,60,75,73,54,48,20,45,63,25,5,5,5,5,5
Ricky,Sapp,ROLB,91,65,84,91,65,82,64,37,45,30,30,30,45,45,60,85,10,72,74,79,45,55,35,50,25,30,45,60,88,64,85,52,54,60,15,10,10,79,30,12,7,6,5,4,3
Cody,White,RG,67,65,62,70,84,63,58,25,55,35,15,15,77,71,32,67,10,90,81,75,18,11,10,10,10,10,75,10,10,22,29,23,6,10,10,10,10,15,10,12,5,5,5,5,5
Jeoffrey,Pagan,RE,97,64,71,69,87,63,52,30,40,20,25,21,45,45,79,67,10,80,69,74,25,12,10,10,10,10,45,72,57,85,76,65,15,30,12,10,10,82,10,12,10,10,10,10,10
Josh,Victorian,CB,27,64,87,90,61,86,62,54,60,25,22,22,45,45,61,86,45,92,86,70,20,71,54,35,66,72,45,45,35,45,68,43,67,74,55,50,22,67,72,20,15,10,10,15,15
Mike,Mohamed,MLB,54,63,76,85,66,78,66,45,50,25,20,20,45,45,77,55,10,88,82,87,35,20,25,35,15,30,45,60,54,66,78,71,54,60,15,15,15,76,50,12,5,5,5,5,5
Justin,Tuggle,MLB,57,63,77,84,67,77,59,55,55,16,12,11,45,45,79,73,10,92,86,79,45,30,44,49,45,44,45,65,60,72,80,64,57,69,35,15,15,78,51,25,5,5,5,5,5
Trevardo,Williams,ROLB,50,63,86,92,74,75,43,50,60,30,25,25,45,45,81,89,10,87,84,70,44,39,42,39,30,45,45,63,87,65,74,49,60,65,35,25,10,71,40,12,5,5,5,5,5
Alan,Bonner,WR,16,62,91,92,52,89,52,74,69,45,30,28,42,40,39,82,70,95,86,68,35,77,80,42,76,84,43,10,10,35,40,20,11,20,69,84,56,12,19,47,25,20,15,10,15
Alex,Kupper,LG,62,62,55,67,78,57,52,45,45,30,25,25,72,77,30,55,10,91,76,72,20,12,10,30,10,10,71,10,10,20,25,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Randy,Bullock,K,4,61,68,74,61,63,65,35,50,45,90,75,15,10,25,70,0,87,85,50,15,25,20,15,15,15,15,10,10,35,33,15,15,20,12,10,10,32,10,12,25,25,20,20,20
Paul,Hazel,MLB,51,61,85,89,61,82,60,48,55,25,20,20,45,45,72,83,10,86,77,75,45,24,40,44,44,45,45,65,80,70,79,59,52,63,35,33,15,74,55,25,5,5,5,5,5
Jonathan,Weeks,TE,46,49,69,71,70,69,74,64,65,40,29,18,69,65,65,55,10,90,75,84,33,35,33,22,21,21,55,70,55,66,65,55,25,35,44,47,41,67,21,15,12,12,12,12,12
