FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Kayvon,Webster,CB,36,71,91,92,53,88,56,60,64,35,20,20,45,45,71,87,45,91,95,88,33,71,65,39,70,74,45,40,50,41,75,55,81,75,60,40,25,70,75,33,5,5,5,5,5
John,Boyett,FS,20,70,84,87,76,79,45,73,64,25,25,20,45,45,70,88,10,79,92,88,66,54,45,44,60,59,45,54,62,66,85,72,62,75,61,55,15,71,66,15,10,10,10,10,10
Cameron,Morrah,TE,86,70,84,86,67,84,65,75,62,35,30,30,64,52,31,83,25,88,83,93,49,52,64,56,72,68,55,10,10,42,43,20,16,17,76,74,65,12,18,62,15,10,5,5,10
Jerome,Murphy,CB,45,70,87,92,58,88,54,54,60,22,25,16,45,45,60,90,40,86,90,95,10,65,55,22,75,80,45,40,45,47,81,50,84,75,45,40,25,75,86,15,5,5,5,5,5
Charles,Mitchell,FS,41,69,82,85,68,89,55,56,67,25,25,25,45,45,78,89,29,91,94,90,45,34,49,50,55,64,45,55,48,58,65,63,53,72,45,35,33,64,68,12,5,5,5,5,5
Hall,Davis,LE,72,68,74,86,77,78,62,55,65,45,32,32,45,45,72,87,10,88,72,70,42,24,55,40,25,35,45,70,65,76,75,45,20,35,15,11,9,70,35,12,5,5,5,5,5
Michael,Schofield,RT,79,68,69,83,78,56,62,45,29,17,20,21,75,79,35,66,10,94,85,61,15,10,15,10,10,10,65,10,10,25,31,10,12,12,25,25,30,15,10,32,5,5,5,5,5
Quanterus,Smith,RE,93,68,78,86,66,84,45,50,55,20,20,20,45,45,73,80,10,84,69,75,35,34,39,45,40,35,45,88,72,67,87,51,55,55,25,20,15,85,50,35,5,5,5,5,5
Winston,Justice,LT,77,67,55,72,89,56,74,25,40,35,26,34,82,74,40,72,11,89,82,84,10,21,10,10,10,10,71,10,10,40,39,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Marvin,Austin,DT,76,66,73,87,79,72,55,35,40,19,15,11,45,45,71,72,10,79,67,80,10,20,10,10,10,10,45,68,79,69,72,40,23,27,12,10,10,80,10,12,5,5,5,5,5
Kapri,Bibbs,HB,35,66,86,89,73,84,50,59,75,15,15,15,46,47,35,79,60,92,91,76,84,62,84,73,72,71,54,10,10,35,33,22,13,16,45,49,39,20,20,52,35,30,20,15,15
L.J.,Fort,MLB,50,66,80,75,74,76,61,64,65,13,20,11,45,45,84,88,10,92,83,75,25,10,29,29,35,56,45,67,55,67,79,71,69,73,40,40,20,77,60,15,5,5,5,5,5
Virgil,Green,FB,85,66,81,84,64,84,64,76,68,24,19,12,72,47,40,83,7,88,84,65,66,79,75,61,76,78,60,10,10,48,49,13,11,16,77,76,62,25,25,59,15,10,5,5,10
Jordan,Norwood,WR,11,66,88,94,39,93,69,75,65,38,18,15,42,32,24,79,70,87,85,55,30,87,74,35,87,88,35,20,20,37,29,20,11,22,79,66,72,15,10,43,15,15,15,15,15
Lamin,Barrow,MLB,57,65,85,88,76,86,55,50,60,25,20,20,45,45,78,85,10,93,87,77,20,17,10,25,10,15,45,59,45,77,84,64,58,68,35,34,15,84,44,25,5,5,5,5,5
Steven,Johnson,ROLB,53,65,75,81,66,71,65,52,55,25,20,20,45,45,79,88,10,85,87,84,40,20,35,35,15,20,45,64,49,66,81,69,57,66,15,15,15,74,45,12,5,5,5,5,5
Bryn,Renner,QB,9,65,74,72,54,72,49,35,64,82,32,32,33,34,10,67,10,86,90,83,25,35,52,25,50,54,10,10,10,10,24,21,11,24,12,10,10,12,10,12,79,76,62,70,75
Gerell,Robinson,TE,89,65,84,86,64,82,49,76,70,57,17,12,55,50,32,87,32,87,86,88,73,59,67,66,70,66,54,10,10,56,39,24,11,22,69,77,61,12,10,77,50,46,40,25,62
Brandon,Marshall,LOLB,54,64,80,74,78,78,61,55,55,25,20,20,45,45,74,81,10,90,83,75,43,32,41,35,25,35,45,64,50,70,72,64,66,69,20,24,15,77,40,25,5,5,5,5,5
Ryan,Miller,RG,73,63,59,61,90,51,49,40,40,30,25,25,79,73,33,74,10,83,88,87,20,12,10,30,10,10,79,10,10,25,29,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Vinston,Painter,LT,70,63,71,77,85,69,56,25,35,22,15,15,76,77,45,70,10,83,77,82,20,15,10,10,10,10,74,50,40,40,35,30,10,12,12,10,10,39,10,12,5,5,5,5,5
Nathan,Palmer,WR,13,63,94,93,55,87,60,74,71,25,15,14,45,25,30,89,69,90,87,66,29,84,75,33,75,84,35,10,10,35,39,26,18,13,76,66,55,15,15,52,15,10,5,5,10
Corey,Nelson,ROLB,47,62,83,87,76,82,49,55,62,26,26,26,45,45,77,78,10,82,89,74,35,20,15,15,10,15,45,77,65,62,76,44,60,70,25,15,15,75,53,20,5,5,5,5,5
Matt,Paradis,C,61,62,56,72,81,52,54,25,22,22,20,20,81,74,35,67,10,85,80,88,20,15,10,10,10,10,69,20,15,40,29,20,13,15,12,10,10,20,10,12,5,5,5,5,5
Aaron,Brewer,TE,46,51,70,66,68,65,67,55,50,14,13,13,76,67,55,73,10,92,84,69,50,35,39,55,40,35,68,50,35,58,60,35,30,35,40,45,47,52,25,12,5,5,5,5,5
