FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Jaron,Brown,WR,13,66,93,89,66,92,53,77,67,32,16,15,54,42,39,86,60,90,85,73,58,66,73,60,72,74,62,10,10,45,35,17,10,22,79,78,66,25,25,52,15,10,5,5,10
John,Estes,C,65,66,53,66,78,56,65,15,40,17,31,18,80,76,20,52,10,97,84,90,10,15,10,10,10,10,74,10,10,20,32,29,20,27,15,15,15,20,10,15,5,5,5,5,5
Bryan,McCann,CB,23,66,96,97,44,90,61,62,60,32,19,18,45,45,52,96,79,89,88,49,27,61,65,32,75,77,45,20,24,45,48,40,74,69,15,25,15,30,45,12,5,5,5,5,5
Curtis,Taylor,SS,27,66,85,82,68,79,60,62,59,23,14,11,45,45,66,87,35,87,85,75,10,38,40,45,55,66,45,70,65,75,74,52,50,64,65,65,10,88,88,20,5,5,5,5,5
John,Brown,WR,12,65,94,90,41,88,58,76,64,35,30,30,42,30,25,88,75,87,88,65,39,83,75,35,75,84,35,10,10,35,35,20,10,35,74,77,64,12,15,46,15,10,5,5,10
Brittan,Golden,WR,10,65,90,92,54,88,55,77,63,30,26,26,54,22,35,88,70,92,87,66,35,82,77,35,78,87,33,15,15,45,15,15,15,20,74,75,64,12,10,55,10,10,10,10,10
Ryan,Lindley,QB,14,64,56,59,67,52,54,35,63,93,12,12,11,14,22,78,10,95,92,88,34,20,45,25,39,42,11,10,10,21,19,31,13,12,15,15,15,12,10,15,69,71,65,62,75
Bradley,Sowell,LT,79,64,54,71,78,62,77,40,35,16,21,11,76,74,40,78,10,91,83,66,21,10,10,10,10,10,73,40,30,40,35,30,12,12,25,30,20,35,10,35,5,5,5,5,5
Ed,Stinson,RE,72,64,69,76,88,53,53,33,40,16,15,25,45,45,78,75,10,79,74,88,15,10,10,10,10,10,45,76,52,85,78,68,25,34,15,15,15,73,20,15,5,5,5,5,5
Jimmy,Legree,CB,46,63,82,86,50,88,49,62,59,18,12,12,45,45,56,86,45,91,88,75,30,65,61,35,64,72,45,35,49,42,75,60,72,78,54,55,25,60,72,12,5,5,5,5,5
Brandon,Sermons,CB,43,63,91,87,52,86,48,60,59,18,12,12,45,45,55,83,45,92,86,64,25,60,60,25,65,70,45,33,42,31,65,55,75,70,40,45,25,55,69,12,5,5,5,5,5
Anthony,Steen,RG,71,63,54,73,80,61,50,35,40,31,16,12,74,79,35,68,10,86,79,85,25,15,10,10,10,10,66,10,10,29,35,26,11,19,15,15,15,25,10,15,5,5,5,5,5
Walt,Powell,WR,83,62,88,91,45,90,50,80,69,35,30,30,40,35,25,82,76,88,92,72,41,86,83,42,78,87,35,10,10,35,36,21,15,30,82,75,55,12,15,45,15,10,5,5,10
Logan,Thomas,QB,6,62,84,87,72,84,39,66,62,94,25,20,60,55,39,85,25,88,87,94,70,69,75,69,78,77,60,10,10,30,35,15,19,25,69,64,34,12,10,49,68,70,68,54,79
Teddy,Williams,WR,16,57,96,95,50,87,54,68,62,22,22,15,48,15,38,86,64,80,82,55,36,64,61,32,73,75,22,25,20,45,55,45,69,67,68,65,54,15,46,47,15,10,5,5,10
