FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Glover,Quin,FS,27,84,85,87,65,85,80,66,56,18,17,22,45,45,68,92,40,88,94,87,10,62,50,31,72,74,45,52,54,65,75,78,72,84,65,60,25,73,88,34,5,5,5,5,5
Golden,Tate,WR,15,84,93,92,57,94,81,85,73,27,19,19,34,18,19,91,79,89,95,89,65,94,93,62,86,95,49,10,10,35,49,25,18,22,90,82,79,15,15,69,25,25,20,15,10
DeAndre,Levy,ROLB,54,83,84,84,67,83,90,75,65,20,27,23,45,45,82,78,10,93,97,82,44,60,31,35,19,48,45,64,53,68,91,89,68,83,45,40,15,75,54,25,5,5,5,5,5
Rob,Sims,LG,67,83,54,67,90,52,91,20,40,15,19,22,73,87,38,41,10,90,80,87,24,15,10,10,10,10,75,30,30,38,31,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Ezekiel,Ansah,RE,94,82,83,92,84,83,65,45,51,33,44,40,45,45,79,86,10,94,83,74,45,40,42,45,62,35,45,89,69,77,82,63,35,53,30,25,15,90,45,20,5,5,5,5,5
Montell,Owens,FB,34,82,83,85,76,77,84,67,84,30,25,25,64,60,69,72,20,88,87,80,82,61,76,81,64,72,69,30,30,66,75,20,10,25,25,30,34,45,15,50,5,5,5,5,5
James,Ihedigbo,SS,32,81,82,84,66,81,76,64,60,21,19,22,45,45,78,84,35,91,89,76,55,40,39,29,49,59,45,52,48,68,80,70,64,73,35,35,20,80,62,25,5,5,5,5,5
Sam,Martin,P,6,81,74,72,46,68,71,45,48,44,94,94,25,20,24,65,10,92,85,65,10,20,15,10,10,10,15,10,10,10,35,15,10,25,12,10,10,12,10,12,15,15,15,15,15
Jason,Jones,LE,91,80,73,82,86,69,73,20,42,35,30,30,45,45,74,78,10,92,69,95,46,26,25,55,25,25,45,88,65,81,80,74,25,30,15,10,10,73,30,12,5,5,5,5,5
Rashean,Mathis,CB,31,80,87,86,63,87,85,59,65,12,12,10,45,45,47,90,55,86,89,80,45,69,80,42,75,85,45,44,48,35,67,82,79,86,65,60,25,40,74,20,5,5,5,5,5
Riley,Reiff,LT,71,80,67,83,86,68,77,35,40,30,25,25,87,84,32,71,10,93,94,95,25,15,10,30,10,10,89,10,10,20,24,15,12,15,15,15,15,24,10,15,5,5,5,5,5
Brandon,Pettigrew,TE,87,79,73,77,76,74,82,78,72,40,39,37,70,58,35,76,35,89,85,85,75,40,69,72,75,66,65,20,20,45,59,13,12,13,69,77,68,25,25,84,15,10,5,5,10
Eric,Ebron,TE,85,77,85,90,74,87,56,80,74,25,24,19,60,55,54,84,15,90,87,86,70,75,81,77,74,82,68,55,67,57,70,30,10,24,87,73,69,12,10,67,15,10,5,5,10
Joseph,Fauria,TE,80,77,76,79,68,79,67,82,74,35,20,20,72,63,33,88,30,88,85,80,69,45,64,66,55,62,67,10,10,54,42,25,15,25,87,80,65,20,20,60,15,10,5,5,10
Ashlee,Palmer,LOLB,58,77,79,86,63,85,79,46,65,20,27,23,45,45,85,80,10,90,86,78,41,54,31,35,19,38,45,59,66,67,89,81,71,74,25,20,15,87,70,25,5,5,5,5,5
C.J.,Mosley,DT,99,76,61,75,89,57,75,19,40,21,24,17,45,45,88,47,10,88,78,70,10,19,10,10,10,10,45,78,48,79,76,73,24,23,20,17,15,65,20,25,5,5,5,5,5
LaAdrian,Waddle,RT,66,76,53,71,87,57,68,56,62,30,25,25,79,86,38,76,10,91,83,74,25,10,10,15,10,10,79,10,10,25,24,15,15,20,39,40,37,20,10,45,5,5,5,5,5
Darryl,Tapp,LE,52,75,78,84,72,73,73,15,40,17,20,11,45,45,72,68,13,89,79,92,40,34,30,10,10,10,45,65,84,64,81,67,52,62,15,15,15,65,15,15,5,5,5,5,5
Devin,Taylor,LE,92,75,79,90,67,72,65,44,55,22,15,15,45,45,78,87,10,91,72,85,35,33,33,25,29,39,45,86,64,72,82,59,45,35,20,15,10,68,49,15,5,5,5,5,5
Bill,Bentley,CB,28,73,92,94,48,95,56,57,59,35,25,25,45,45,57,87,35,85,92,65,25,74,60,25,70,73,45,30,34,36,57,70,80,84,40,30,25,55,60,30,5,5,5,5,5
Don,Carey,SS,26,73,88,91,59,87,68,56,56,12,12,10,45,45,64,88,45,87,90,80,25,65,45,42,65,70,45,30,50,64,69,64,71,73,66,50,25,74,82,20,5,5,5,5,5
Cassius,Vaughn,CB,29,73,94,90,46,87,71,64,55,22,25,25,45,45,54,88,65,88,87,60,10,74,63,10,72,82,45,21,22,38,63,67,79,76,40,40,15,35,52,15,5,5,5,5,5
Isa,Abdul-Quddus,SS,42,72,92,86,62,84,61,58,56,18,17,22,45,45,67,86,30,88,85,79,44,42,35,49,67,71,45,55,45,62,73,60,62,77,49,44,25,74,68,34,5,5,5,5,5
Ryan,Broyles,WR,84,72,87,91,63,89,72,85,66,35,30,30,46,41,35,78,45,66,88,85,40,87,79,61,76,83,49,25,35,35,29,17,25,35,74,82,76,48,29,47,35,25,15,10,11
DeJon,Gomes,SS,24,72,85,82,69,78,55,64,65,30,20,15,45,45,77,80,55,92,86,94,44,43,65,25,62,66,45,65,50,74,81,65,57,70,60,55,30,80,65,20,15,10,10,15,15
Mikel,Leshoure,HB,25,72,83,86,77,78,67,63,93,29,34,32,34,63,58,76,55,94,88,88,89,55,74,93,83,75,55,10,10,49,65,19,12,12,45,56,49,70,20,55,35,30,20,15,15
Darius,Slay,CB,30,72,95,93,54,93,53,71,64,36,25,21,45,45,48,88,77,92,94,67,39,86,81,43,82,85,45,40,49,31,76,65,82,77,65,55,40,74,69,40,5,5,5,5,5
Kyle,Van Noy,LOLB,95,72,81,85,66,83,60,73,65,20,27,23,45,45,82,82,10,87,95,65,44,39,55,47,40,48,45,81,63,65,84,74,64,76,55,65,15,66,65,25,5,5,5,5,5
Kris,Durham,WR,18,71,87,82,72,81,71,83,70,19,25,24,37,48,27,84,35,78,84,85,68,63,71,67,72,74,56,10,10,35,45,27,14,16,76,83,69,20,20,71,30,25,20,10,20
Corey,Hilliard,LT,78,71,52,65,91,52,75,25,25,30,25,25,84,78,25,45,10,88,65,77,10,12,10,10,10,10,73,10,10,15,30,20,15,20,12,10,10,12,10,12,5,5,5,5,5
Dan,Orlovsky,QB,8,71,65,66,58,65,70,23,35,79,12,12,11,14,18,54,10,91,90,84,20,20,33,18,25,24,11,10,10,18,32,26,10,27,15,15,15,12,10,15,84,72,65,71,75
Theo,Riddick,HB,41,71,85,94,59,91,55,81,76,33,27,25,45,50,28,81,82,92,88,85,64,85,77,72,78,86,48,10,10,19,38,20,15,20,76,73,69,20,25,45,44,38,25,15,18
Jonte,Green,CB,36,70,93,88,49,87,62,61,61,35,25,25,45,45,61,83,73,94,93,65,21,70,62,22,75,78,45,25,29,38,71,66,75,81,32,33,31,49,62,40,5,5,5,5,5
Nevin,Lawson,CB,43,70,93,89,62,90,48,49,54,35,25,25,45,45,60,83,50,94,92,85,31,65,66,25,70,72,45,34,52,41,75,70,84,76,45,43,33,56,50,30,5,5,5,5,5
Kevin,Ogletree,WR,11,70,93,91,51,88,70,74,73,29,18,18,45,19,28,89,60,93,85,70,48,75,74,45,85,83,25,10,10,40,18,27,13,21,77,73,69,12,10,63,15,10,5,5,10
Michael,Williams,TE,89,70,69,74,73,72,54,75,74,35,25,25,74,69,44,71,20,97,82,85,80,45,74,72,69,67,68,10,10,49,35,10,12,18,81,75,49,30,25,77,10,10,10,10,10
Rodney,Austin,LG,74,69,56,72,86,57,63,40,40,25,24,25,79,74,40,71,10,78,76,75,25,12,10,35,10,10,74,60,40,55,35,30,12,15,12,10,10,62,10,12,5,5,5,5,5
Chris,Greenwood,CB,33,69,96,93,51,90,53,65,64,19,20,19,45,45,52,98,50,92,88,71,16,65,73,30,72,80,45,25,30,46,62,63,76,68,40,35,29,45,64,15,5,5,5,5,5
Cory,Greenwood,ROLB,53,69,85,82,62,82,69,55,60,37,18,35,45,45,74,88,10,91,80,85,42,15,40,35,39,37,45,55,66,67,81,71,62,67,20,15,15,69,68,20,5,5,5,5,5
Travis,Swanson,C,64,69,55,84,79,64,61,40,40,22,18,22,83,77,40,73,10,94,87,85,15,11,10,10,10,10,80,20,15,30,32,17,20,20,15,15,15,15,10,15,5,5,5,5,5
Andre,Fluellen,DT,96,68,69,82,87,65,56,30,40,26,25,25,45,45,73,70,10,88,61,84,20,12,15,35,10,10,45,77,60,65,82,62,15,20,15,15,15,75,15,15,5,5,5,5,5
T.J.,Jones,WR,13,67,90,88,54,92,51,80,70,21,20,22,53,44,34,82,65,94,91,75,44,81,80,46,75,82,40,10,10,35,40,26,15,26,79,81,67,12,10,56,15,10,5,5,10
Kellen,Moore,QB,17,67,56,61,43,54,59,40,54,75,25,25,20,15,15,72,10,96,94,87,20,20,40,26,35,42,20,10,10,15,30,15,15,20,12,10,10,10,10,12,86,82,62,70,75
Jeremy,Ross,WR,12,67,91,95,61,91,65,72,69,35,30,30,47,22,22,95,87,87,85,66,55,89,88,55,75,87,33,10,10,36,35,20,19,35,66,64,55,12,15,67,15,10,5,5,10
Julian,Stanford,MLB,49,67,85,91,78,88,68,60,68,35,15,14,45,45,81,97,10,87,78,69,35,65,52,40,60,66,45,56,77,69,79,60,55,65,25,35,15,77,55,25,5,5,5,5,5
George,Johnson,LE,68,66,74,84,66,72,61,35,35,10,30,20,45,45,68,71,10,82,75,75,35,27,32,10,30,40,45,65,79,66,77,61,25,30,20,10,10,65,35,12,5,5,5,5,5
Jimmy,Saddler-McQueen,DT,63,66,66,74,83,64,61,35,39,26,25,21,45,45,73,65,10,85,70,72,10,12,9,30,10,10,45,75,55,75,69,55,15,20,15,15,15,76,10,15,5,5,5,5,5
Tahir,Whitehead,LOLB,59,66,81,84,70,75,59,60,60,25,20,20,45,45,78,89,10,96,91,67,43,32,40,29,35,45,45,74,58,66,72,65,60,72,20,24,15,75,65,25,5,5,5,5,5
Gabe,Lynn,FS,40,65,84,86,61,83,49,68,68,26,22,22,45,45,65,83,60,92,87,74,35,33,55,35,45,55,45,48,44,58,77,56,76,69,50,49,30,67,76,20,5,5,5,5,5
Caraun,Reid,DT,61,65,73,84,75,67,50,40,40,26,25,25,45,45,75,74,11,86,72,69,25,12,25,29,10,10,45,83,61,72,75,53,20,25,15,15,15,72,10,15,5,5,5,5,5
Giorgio,Tavecchio,K,5,65,70,72,36,73,55,35,33,25,90,85,12,17,13,63,10,90,84,60,10,15,10,10,10,10,12,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20
Nate,Freese,K,3,64,72,67,42,64,48,29,40,40,87,90,16,17,25,55,10,92,85,65,10,15,15,10,15,20,16,10,10,21,31,24,11,17,15,15,15,12,10,15,15,15,15,15,15
Larry,Webster,RE,79,64,86,90,67,84,38,67,70,28,15,15,60,55,69,87,10,88,78,76,68,54,63,67,64,72,57,65,83,67,84,45,34,48,70,65,40,67,28,66,5,5,5,5,5
Pat,Edwards,WR,83,63,87,93,35,88,62,75,66,25,23,12,48,32,25,82,70,76,92,76,30,83,75,29,76,84,31,10,10,35,32,25,18,24,65,69,67,15,25,48,15,10,5,5,10
Corey,Fuller,WR,10,63,94,94,52,89,46,73,62,44,30,22,52,45,39,82,65,90,89,72,50,79,72,48,76,85,48,10,10,36,45,21,15,24,83,69,54,12,18,73,10,10,10,10,10
Travis,Lewis,MLB,50,62,74,88,77,73,64,67,60,25,20,20,45,45,77,88,10,87,91,79,45,25,52,39,25,37,45,60,48,68,78,68,50,74,35,40,15,72,45,12,5,5,5,5,5
Don,Muhlbach,TE,48,58,65,67,78,62,83,49,65,25,23,13,84,72,55,50,10,92,77,75,50,25,45,59,40,40,78,10,10,48,29,40,22,21,40,49,45,65,15,12,10,10,10,10,10
