FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Dre,Kirkpatrick,CB,27,74,89,87,65,85,60,59,58,14,14,12,55,45,68,87,35,85,95,76,50,65,69,47,72,70,54,64,50,30,84,67,75,88,42,35,21,73,89,20,5,5,5,5,5
Devon,Still,DT,75,74,67,84,82,69,60,26,40,21,8,12,45,45,84,81,10,84,67,75,25,10,15,19,10,10,45,86,58,84,68,64,15,25,15,15,15,65,12,15,5,5,5,5,5
Wallace,Gilberry,RE,95,73,74,80,69,69,76,45,35,25,24,24,45,45,75,75,10,90,80,80,40,24,20,45,15,15,45,82,63,72,75,67,30,55,15,10,10,70,35,12,10,10,10,10,10
Jeremy,Hill,HB,32,73,85,92,77,84,49,70,95,32,20,22,50,49,45,76,25,94,82,84,87,55,83,80,87,79,50,10,10,42,44,21,15,13,59,67,48,12,10,69,35,30,20,15,15
Taylor,Mays,SS,26,73,93,90,68,91,64,49,64,25,20,20,45,45,64,95,40,88,86,66,65,45,55,45,30,60,45,66,62,68,79,55,60,71,70,45,39,86,65,52,15,10,10,15,15
Vincent,Rey,MLB,57,73,80,81,66,76,74,58,62,22,22,25,45,45,83,75,10,93,90,79,40,30,22,10,10,10,45,65,77,75,88,74,66,81,15,15,15,63,45,12,5,5,5,5,5
Mohamed,Sanu,WR,12,73,84,83,72,86,69,80,77,72,64,49,43,47,47,88,66,92,93,85,74,66,82,82,75,65,63,10,10,60,57,39,39,52,84,82,67,15,15,77,49,48,59,25,35
A.J.,McCarron,QB,5,72,72,74,52,64,60,35,69,84,15,12,11,14,20,70,10,94,92,89,33,44,52,31,49,55,11,10,10,21,19,31,13,12,15,15,15,12,10,15,85,78,64,76,79
Shawn,Williams,FS,40,72,91,86,74,83,52,60,65,35,26,19,45,45,82,89,45,94,87,90,59,55,61,57,65,69,45,55,56,79,74,60,64,72,60,54,15,85,72,25,5,5,5,5,5
Cedric,Peerman,HB,30,70,92,90,75,89,68,74,73,20,14,14,29,46,32,91,64,84,88,84,52,79,74,60,83,86,29,10,10,32,39,27,28,20,64,71,65,20,20,79,35,30,20,15,15
Sean,Porter,ROLB,56,70,78,89,70,86,60,54,65,25,20,20,45,45,77,85,10,78,86,74,45,49,46,45,55,45,45,66,82,63,81,69,62,73,35,25,15,65,78,25,5,5,5,5,5
Dane,Sanzenbacher,WR,11,70,85,83,46,85,69,81,70,33,35,39,50,35,24,75,78,87,90,92,34,66,78,35,90,75,49,10,10,44,45,19,10,16,73,84,71,15,15,74,15,10,5,5,10
Brandon,Tate,WR,19,70,95,92,66,87,70,69,69,25,33,15,54,40,32,91,90,79,87,90,69,86,85,67,84,85,45,10,10,42,28,26,18,24,69,69,63,15,25,65,15,10,5,5,10
Jayson,DiManche,LOLB,54,69,85,81,71,76,66,48,63,33,20,19,45,45,76,88,10,91,90,75,54,44,45,50,49,55,45,62,79,66,78,64,59,70,30,25,15,72,55,30,5,5,5,5,5
Tanner,Hawkinson,RT,72,69,66,78,79,72,63,62,65,22,20,20,73,82,32,73,10,97,88,64,44,28,35,37,40,35,72,10,10,25,20,20,15,15,54,60,47,20,10,45,5,5,5,5,5
Margus,Hunt,LE,99,69,85,88,88,77,42,60,55,70,45,40,45,45,74,85,10,83,69,88,75,30,48,65,45,50,45,66,77,78,85,43,45,58,45,46,15,83,35,15,45,40,35,5,10
Rex,Burkhead,HB,33,68,80,86,68,87,62,82,79,34,28,26,54,62,44,91,65,87,96,88,59,72,84,64,76,82,53,20,20,20,35,15,12,20,79,76,60,20,10,64,45,40,42,35,45
Will,Clarke,RE,93,68,79,84,76,72,53,38,35,17,21,20,45,45,74,78,10,87,78,86,29,15,35,33,35,35,45,78,59,76,83,65,20,39,15,15,10,73,10,12,5,5,5,5,5
T.J.,Johnson,RG,60,68,53,67,86,52,65,45,45,30,25,25,76,75,35,65,10,92,80,70,20,12,10,30,10,10,79,10,10,20,32,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Emmanuel,Lamur,ROLB,59,68,82,84,72,80,64,57,55,34,28,28,45,45,76,83,10,88,79,75,44,35,20,49,45,25,45,65,78,68,75,51,66,73,25,15,10,74,45,12,5,5,5,5,5
Chris,Lewis-Harris,CB,37,68,90,88,57,89,63,55,62,24,18,22,45,45,57,87,65,92,88,71,15,50,60,25,66,65,45,33,44,41,70,56,73,77,52,45,15,55,66,20,5,5,5,5,5
Sam,Montgomery,LE,70,68,76,77,75,73,54,40,55,25,20,20,45,45,79,84,10,85,73,76,45,14,25,35,10,10,45,84,64,74,85,49,50,63,15,15,15,88,12,20,5,5,5,5,5
Marshall,Newhouse,LT,74,68,63,74,89,56,75,19,40,29,21,32,75,77,22,48,10,91,75,82,29,18,10,10,10,10,74,10,10,22,35,18,10,9,12,10,10,12,10,12,5,5,5,5,5
Brandon,Thompson,DT,98,68,63,81,91,58,57,25,40,29,26,18,45,45,79,81,12,90,66,86,24,11,10,10,10,10,45,80,48,73,74,63,12,24,12,10,10,88,10,12,5,5,5,5,5
Ryan,Whalen,WR,88,68,84,83,70,85,66,79,67,35,17,19,46,55,43,75,50,91,92,94,53,62,70,55,75,73,58,10,10,45,45,23,29,14,70,85,72,15,15,67,15,10,5,5,10
Christo,Bilukidi,DT,90,67,66,82,85,69,59,31,40,29,26,21,45,45,78,85,12,87,71,75,28,11,10,32,10,10,45,64,81,65,66,42,12,25,12,10,10,70,10,12,5,5,5,5,5
Cobi,Hamilton,WR,87,67,87,92,52,86,52,80,70,39,20,20,49,45,35,78,65,93,91,73,45,85,81,57,76,84,50,10,10,38,35,25,20,25,84,74,70,12,15,60,26,22,24,24,22
R.J.,Stanford,CB,28,67,89,92,43,88,65,56,45,30,20,22,45,45,42,88,60,85,79,66,33,81,66,25,82,75,45,30,22,45,60,52,79,73,35,44,30,42,51,30,5,5,5,5,5
Russell,Bodine,C,61,66,61,83,97,52,50,30,32,15,21,22,81,75,29,78,10,93,83,85,19,15,10,10,10,10,74,10,10,18,23,14,20,19,15,15,15,15,10,15,5,5,5,5,5
Kevin,Brock,TE,83,65,76,82,66,73,64,73,70,25,11,15,64,62,50,67,21,86,75,70,66,55,64,58,66,67,59,10,10,40,35,17,19,17,63,65,55,20,10,70,15,10,5,5,10
Matt,Scott,QB,8,65,82,91,49,87,42,54,72,88,25,20,28,25,36,78,25,88,94,84,26,63,80,39,79,82,28,10,10,30,35,15,19,25,35,39,30,20,10,29,78,73,69,55,85
James,Wilder Jr.,HB,34,65,83,85,67,82,47,65,92,30,25,25,52,61,29,84,55,85,83,85,87,53,75,83,75,71,52,10,10,11,40,20,15,20,55,55,39,20,20,67,30,25,20,15,15
Lavelle,Westbrooks,CB,22,64,85,87,67,84,46,71,64,35,20,20,45,45,64,88,35,87,91,77,35,60,59,40,66,72,45,45,53,54,74,64,69,76,65,64,25,75,73,33,5,5,5,5,5
Clark,Harris,TE,46,63,73,74,74,69,68,67,65,35,29,18,77,62,39,70,10,88,80,81,46,25,39,40,35,45,63,10,10,44,10,40,25,35,60,66,64,12,35,33,5,5,5,5,5
Zach,Minter,DT,69,63,73,83,83,71,44,42,45,19,11,17,45,45,75,82,10,85,74,73,25,11,15,10,10,10,45,76,61,75,66,45,15,25,15,15,15,69,19,17,5,5,5,5,5
Onterio,McCalebb,CB,39,62,98,97,47,94,52,66,68,35,20,22,30,29,35,92,83,83,93,65,36,82,69,35,84,77,30,20,28,35,52,40,74,67,77,63,49,44,39,47,25,20,15,5,25
Dontay,Moch,ROLB,92,62,90,87,65,77,63,54,55,33,25,19,45,45,73,93,15,84,79,64,22,55,35,35,67,66,45,78,52,64,76,45,45,55,45,32,24,84,54,35,5,5,5,5,5
Marquis,Flowers,LOLB,53,61,88,85,76,85,50,70,65,25,14,12,45,45,74,89,10,91,85,70,45,35,31,39,35,44,45,52,49,62,81,62,65,75,55,60,15,69,65,25,40,35,30,20,15
Victor,Hampton,CB,44,60,87,89,65,85,45,67,65,26,11,10,45,45,59,83,72,94,90,75,25,77,75,26,75,83,45,25,35,42,77,47,74,76,45,44,15,70,49,15,5,5,5,5,5
J.K.,Schaffer,MLB,50,59,74,77,75,69,67,66,66,10,25,21,45,45,81,73,10,90,92,81,35,25,45,39,41,46,55,63,47,65,73,62,51,67,15,15,15,66,52,12,5,5,5,5,5
James,Wright,WR,86,58,90,87,63,89,48,71,68,24,31,30,45,35,60,91,70,92,84,82,55,64,67,52,70,72,49,10,10,45,65,25,15,25,62,70,40,50,45,74,15,10,5,5,10
Nikita,Whitlock,FB,35,56,75,84,88,79,39,51,65,30,25,25,74,52,66,79,40,92,79,87,75,42,60,66,54,56,67,65,30,66,57,32,15,20,40,55,39,45,20,45,20,15,10,10,10
