FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Israel,Idonije,RE,71,77,73,79,87,69,82,28,40,13,29,12,45,45,87,60,10,88,77,85,10,17,10,10,10,10,45,80,47,82,76,81,22,33,12,10,10,53,10,12,5,5,5,5,5
Josh,Morgan,WR,19,76,86,85,72,86,81,74,74,35,30,30,60,40,25,90,65,80,91,84,70,69,80,65,82,86,65,10,10,35,35,20,10,35,79,81,73,12,15,84,15,10,5,5,10
Dante,Rosario,TE,88,76,73,76,76,74,75,82,69,30,20,20,74,54,55,86,30,91,84,80,65,25,45,60,45,55,61,30,30,59,60,25,15,25,72,79,75,58,20,70,15,10,5,5,10
Kyle,Fuller,CB,23,75,89,92,52,87,56,69,66,36,19,19,45,45,62,91,50,88,92,87,36,55,65,40,65,66,45,54,68,53,85,67,84,87,59,65,21,73,82,40,5,5,5,5,5
Chris,Conte,FS,47,74,89,84,65,77,71,54,60,25,20,20,45,45,60,83,10,93,85,77,49,45,25,35,55,60,45,48,46,59,69,74,61,77,55,45,15,71,77,12,10,10,10,10,10
Kelvin,Hayden,CB,24,74,86,85,64,85,75,62,60,18,17,22,45,45,62,88,42,74,90,80,10,39,60,31,64,85,45,48,66,46,82,75,74,79,42,28,30,75,81,34,5,5,5,5,5
M.D.,Jennings,SS,37,74,87,89,59,83,69,57,52,10,9,9,45,45,68,91,35,88,84,70,25,64,45,25,55,62,45,42,35,54,66,64,71,76,42,35,25,71,70,35,5,5,5,5,5
Jordan,Mills,RT,67,74,56,68,83,54,72,35,45,19,12,15,83,75,44,72,10,93,85,73,25,10,15,10,10,10,82,10,10,32,31,19,10,14,15,15,15,64,10,15,5,5,5,5,5
Craig,Steltz,SS,20,73,79,80,66,75,74,58,75,25,25,25,45,45,72,78,50,94,95,92,45,35,70,50,45,65,45,70,68,76,81,75,40,57,35,35,35,84,35,12,5,5,5,5,5
Eric,Weems,WR,14,73,91,94,49,94,78,76,73,30,26,26,57,22,21,82,95,85,92,70,40,94,87,36,88,90,30,15,15,45,15,15,15,20,73,71,70,12,10,56,10,10,10,10,10
Armanti,Edwards,WR,80,72,91,95,52,95,68,76,67,86,10,19,39,30,16,87,60,95,95,90,40,93,84,50,90,93,45,10,10,35,50,26,18,14,79,72,61,12,10,68,69,72,66,34,84
Tony,Fiammetta,FB,43,72,81,74,77,72,66,55,78,19,25,24,68,62,55,65,40,95,85,92,78,50,75,79,74,78,69,10,10,45,40,13,13,20,15,25,39,45,10,50,20,15,10,10,10
Jordan,Senn,ROLB,59,72,83,85,64,82,72,60,62,26,20,20,45,45,80,85,10,88,90,78,45,30,15,45,25,35,45,64,68,67,87,65,59,73,20,20,20,72,45,15,0,0,0,0,0
Ka'Deem,Carey,HB,25,71,81,90,67,82,55,74,80,34,25,25,45,52,29,79,60,90,94,85,84,74,85,70,88,73,40,10,10,29,35,16,13,29,70,72,63,12,20,65,35,30,20,15,15
Austen,Lane,LE,73,71,74,83,71,74,68,40,35,35,30,30,45,45,72,82,10,88,76,84,40,37,30,35,33,43,45,62,81,65,74,68,22,32,15,10,10,85,50,12,5,5,5,5,5
Matthew,Mulligan,TE,85,71,66,75,81,66,75,69,66,11,17,18,80,69,35,65,5,89,77,84,64,35,62,55,40,45,84,10,10,45,45,15,15,29,49,64,57,25,25,65,15,10,5,5,10
Micheal,Spurlock,WR,18,71,90,93,58,91,70,75,72,65,15,12,48,30,34,84,88,87,85,69,58,75,87,42,72,78,35,10,10,39,25,20,20,13,74,72,67,12,10,68,57,52,43,39,68
Jon,Bostic,MLB,57,70,83,79,72,76,66,69,64,30,20,22,45,45,79,80,10,95,91,83,44,31,35,50,41,35,45,57,71,73,85,73,63,74,55,49,15,89,60,15,5,5,5,5,5
Eben,Britton,LT,62,70,61,74,90,61,79,12,40,10,17,11,83,73,21,21,10,96,85,69,10,19,10,10,10,10,78,10,10,21,25,14,10,9,15,15,15,20,10,15,5,5,5,5,5
Shaun,Draughn,HB,38,70,84,88,72,85,67,66,76,30,25,25,49,42,35,74,77,85,84,79,80,65,75,74,81,83,40,10,10,11,40,20,15,20,46,64,50,20,20,51,35,30,20,15,15
Ego,Ferguson,DT,95,69,66,84,84,56,51,44,45,19,25,21,45,45,84,75,10,89,79,76,45,15,30,35,30,25,45,74,53,88,82,64,20,25,15,15,15,73,10,25,5,5,5,5,5
Isaiah,Frey,CB,31,69,90,85,50,87,63,68,65,25,10,11,45,45,57,85,45,92,90,67,30,70,58,25,72,74,45,39,41,52,71,65,76,83,35,33,20,73,52,22,5,5,5,5,5
Khaseem,Greene,LOLB,52,69,79,83,63,85,61,70,63,33,20,19,45,45,79,82,10,85,94,74,66,49,70,55,49,62,45,58,76,66,79,71,68,75,30,25,15,73,65,30,5,5,5,5,5
Will,Sutton,DT,93,69,58,84,83,55,50,40,45,14,17,11,45,45,74,77,10,87,77,74,25,19,20,35,20,10,45,85,65,81,74,62,15,23,15,15,15,81,10,15,5,5,5,5,5
Cornelius,Washington,LE,94,69,85,89,91,75,45,56,65,20,37,30,45,45,74,92,10,87,72,75,65,35,51,45,57,48,45,86,52,77,75,48,55,64,40,35,31,89,54,35,5,5,5,5,5
Nate,Collins,DT,98,68,64,71,77,63,67,35,40,26,25,25,45,45,73,64,5,90,73,70,20,12,15,15,10,10,45,82,57,77,72,59,20,21,15,15,15,75,10,15,5,5,5,5,5
Marquess,Wilson,WR,10,68,89,87,45,87,51,83,71,38,19,19,40,43,29,93,45,92,88,84,35,74,72,44,80,81,39,20,20,37,29,20,11,22,90,81,59,15,10,74,15,15,15,15,15
Jimmy,Clausen,QB,8,67,57,65,51,65,57,35,52,88,21,35,26,25,25,62,10,95,95,90,20,25,52,25,40,55,22,10,10,26,25,32,17,21,15,15,15,12,10,15,79,71,66,69,75
Shea,McClellin,LOLB,50,67,82,84,67,73,60,55,45,12,16,17,45,45,67,81,10,91,80,75,40,30,35,39,45,21,45,65,85,66,82,70,50,65,20,20,20,68,50,12,5,5,5,5,5
Danny,McCray,FS,29,67,87,92,62,84,57,51,45,25,15,14,45,45,62,86,40,89,85,75,35,54,50,39,55,74,45,47,45,61,70,58,64,71,44,44,22,73,72,20,15,10,10,15,15
C.J.,Wilson,CB,25,67,94,92,59,88,44,64,63,35,20,20,45,45,50,90,64,90,88,75,25,66,75,25,74,76,45,30,39,40,72,64,75,74,35,33,30,56,67,30,5,5,5,5,5
David,Fales,QB,12,66,69,77,57,64,52,35,58,83,25,25,20,15,30,72,10,94,92,85,43,42,69,32,60,62,30,10,10,25,30,15,15,20,12,10,10,12,10,12,82,81,63,55,80
Charles,Leno Jr.,RG,72,66,55,74,79,64,52,25,24,10,11,15,74,79,35,72,10,90,84,75,25,24,10,10,10,10,77,30,30,25,29,26,12,9,45,52,33,20,10,35,5,5,5,5,5
Sherrick,McManis,CB,27,66,89,86,55,85,61,55,65,21,22,19,45,45,58,94,74,76,94,75,25,65,62,26,55,75,45,45,35,45,66,62,68,79,40,55,10,67,63,30,5,5,5,5,5
Jordan,Palmer,QB,2,66,54,63,62,58,62,40,50,87,30,30,25,15,25,65,0,84,88,70,20,25,35,35,30,35,35,10,10,20,42,15,15,25,12,10,10,12,10,12,76,68,66,65,75
Brock,Vereen,FS,45,66,90,91,76,82,45,54,55,24,22,21,45,45,68,84,60,92,84,69,54,53,60,50,60,62,45,49,45,60,71,49,75,74,35,35,15,78,69,25,5,5,5,5,5
David,Bass,RE,91,65,80,86,74,79,53,46,44,16,15,25,45,45,67,78,10,95,75,76,34,10,17,27,17,19,45,65,80,64,73,58,30,50,15,15,15,73,20,15,5,5,5,5,5
Cody,Booth,RT,73,65,54,76,82,58,53,63,65,16,21,23,77,74,35,79,11,92,79,70,49,35,54,50,45,54,79,10,10,25,38,25,15,20,55,63,40,23,10,55,5,5,5,5,5
James,Brown,LG,78,65,63,66,85,54,56,19,35,9,24,33,74,73,34,68,10,85,84,88,25,10,11,10,11,10,78,10,10,34,30,10,12,12,12,15,10,12,10,12,5,5,5,5,5
Michael,Ford,HB,32,65,92,94,73,87,49,58,83,40,20,22,45,50,39,91,73,91,87,75,71,63,68,66,75,78,49,30,30,35,37,35,18,25,52,55,40,35,15,54,40,35,33,33,40
Fendi,Onobun,TE,84,65,83,85,63,85,56,70,70,25,35,31,58,47,39,85,10,85,78,69,64,66,55,65,72,74,55,10,10,51,35,21,10,24,81,69,56,12,10,74,15,10,5,5,10
Jerrod,Johnson,QB,4,64,75,79,73,84,44,68,74,94,26,22,10,15,40,83,25,87,85,80,47,54,75,62,75,77,40,20,20,35,47,22,10,24,64,55,37,65,10,15,70,71,72,54,75
Terrence,Toliver,WR,81,63,85,84,69,81,54,72,69,25,20,22,65,49,45,92,40,94,84,60,72,54,69,70,73,74,55,10,10,35,58,31,26,14,85,77,48,12,10,86,15,10,5,5,10
Sean,Cattouse,SS,36,62,81,83,53,85,47,56,66,30,15,15,45,45,64,86,25,90,92,75,46,44,52,29,48,49,45,49,47,57,61,54,72,74,42,40,20,86,78,33,5,5,5,5,5
Taylor,Boggs,C,60,61,55,64,86,52,57,15,35,10,11,11,77,70,30,72,10,85,81,86,10,21,10,10,10,10,75,10,10,25,33,15,11,12,15,15,15,37,10,15,5,5,5,5,5
Josh,Bellamy,WR,11,60,90,84,63,86,54,74,69,40,30,22,46,45,39,88,69,92,86,76,49,68,76,50,74,76,47,10,25,39,49,35,61,63,81,65,48,28,43,66,10,10,10,10,10
Jerry,Franklin,MLB,53,58,74,75,63,72,60,71,60,25,20,20,45,45,82,89,10,95,87,64,60,45,65,55,58,64,45,55,52,72,58,68,55,68,35,40,33,69,45,12,5,5,5,5,5
Joe,Long,LT,79,57,46,65,77,53,53,49,45,30,25,25,72,78,35,77,10,90,82,75,20,15,19,35,15,10,74,10,10,20,22,15,12,15,10,12,12,15,10,15,5,5,5,5,5
Christian,Jones,MLB,96,56,81,85,65,84,53,63,59,15,14,12,45,45,71,83,10,94,86,83,45,15,35,33,33,43,45,49,69,68,77,49,69,74,45,40,15,83,65,25,5,5,5,5,5
Brandon,Hartson,TE,48,54,63,72,70,65,52,60,65,35,29,18,67,66,49,72,10,90,76,75,55,44,49,40,35,45,69,10,10,49,58,40,25,35,60,55,59,12,35,43,5,5,5,5,5
Pat,O'Donnell,P,16,54,83,85,65,75,53,34,44,49,92,82,20,10,24,78,10,85,87,65,15,29,35,25,40,55,20,10,10,24,60,25,13,22,20,15,10,55,10,15,30,30,25,20,20
