FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Mario,Manningham,WR,86,77,92,89,47,90,77,79,69,35,32,32,48,25,25,92,72,73,87,76,50,95,85,45,87,94,34,10,10,35,45,20,15,20,93,73,76,12,18,67,15,10,5,5,10
Spencer,Paysinger,ROLB,54,77,79,85,68,82,80,60,58,33,25,24,45,45,85,74,10,90,85,70,35,32,22,18,30,45,45,62,66,76,83,78,60,69,20,20,15,67,55,25,5,5,5,5,5
Rueben,Randle,WR,82,77,90,84,67,87,73,82,75,72,25,20,51,47,35,82,76,94,93,85,69,64,82,62,87,67,52,10,10,57,47,18,17,25,82,86,73,35,15,85,15,10,5,5,10
Walter,Thurmond III,CB,24,77,90,93,45,93,73,69,60,16,14,17,45,45,54,86,70,80,88,90,28,74,66,15,82,84,45,20,29,38,55,70,85,79,55,56,28,39,59,26,5,5,5,5,5
Jameel,McClain,LOLB,53,76,79,78,75,73,77,52,65,22,26,24,45,45,78,72,10,84,88,85,35,24,35,45,20,25,45,78,69,79,83,73,55,68,20,20,15,88,40,30,5,5,5,5,5
J.D.,Walton,C,55,76,60,65,79,58,77,25,22,22,20,20,77,87,35,58,10,89,85,95,20,15,10,10,10,10,85,20,15,40,29,20,13,15,12,10,10,20,10,12,5,5,5,5,5
Steve,Weatherford,P,5,76,80,82,45,76,80,20,40,48,94,82,30,23,23,48,10,90,85,60,10,34,55,10,40,55,30,10,10,23,23,26,10,30,12,10,10,12,10,12,30,30,25,20,20
Will,Beatty,LT,65,75,65,82,88,66,82,19,40,21,19,28,90,73,23,32,0,84,87,94,10,16,10,10,10,10,92,10,10,23,31,29,8,16,15,15,15,20,10,15,5,5,5,5,5
Odell,Beckham Jr.,WR,13,75,93,96,44,94,57,84,62,25,22,24,44,40,40,90,85,94,93,87,39,84,89,50,83,91,41,10,10,45,39,22,18,22,83,73,80,15,45,69,15,10,10,5,10
James,Brewer,LG,73,75,58,77,88,64,69,30,40,25,24,22,84,75,34,60,10,81,84,79,20,15,10,25,10,10,73,10,10,15,23,10,12,15,12,10,10,20,10,12,5,5,5,5,5
John,Jerry,RG,77,75,58,65,91,51,74,30,30,9,22,20,79,78,34,58,10,79,55,66,10,20,10,10,10,10,81,10,10,34,21,10,12,12,12,10,10,20,10,12,5,5,5,5,5
Trumaine,McBride,CB,38,75,86,90,54,88,75,58,60,35,20,20,45,45,50,87,65,94,92,79,25,45,65,20,75,80,45,24,41,32,69,72,83,78,30,30,30,52,55,30,5,5,5,5,5
Jacquian,Williams,ROLB,57,75,85,87,64,83,72,55,60,25,20,20,45,45,72,84,15,90,88,75,55,30,50,45,49,55,45,75,64,64,87,71,71,82,42,55,22,76,55,12,5,5,5,5,5
David,Wilson,HB,22,75,95,94,65,92,68,69,70,30,25,25,45,45,30,92,82,69,89,78,69,85,79,66,76,94,39,10,10,21,28,20,15,20,57,71,44,20,20,63,25,20,15,15,15
Kellen,Davis,TE,87,74,74,76,78,72,75,70,71,35,30,30,69,56,48,82,10,90,80,84,66,35,70,55,50,65,76,25,25,40,30,20,15,20,65,77,63,12,18,75,15,10,5,5,10
Johnathan,Hankins,DT,95,74,60,81,92,64,61,35,45,10,11,10,45,45,89,67,10,92,73,72,35,10,25,40,15,11,45,77,43,91,81,68,20,44,15,16,10,65,10,12,5,5,5,5,5
Jerrel,Jernigan,WR,12,74,91,94,38,95,73,81,67,54,19,19,60,25,24,83,81,89,94,67,42,92,85,47,83,92,32,10,10,35,59,25,18,26,77,84,66,15,15,64,44,40,35,22,57
Weston,Richburg,C,60,74,66,81,84,59,62,30,22,30,25,21,82,83,35,75,10,92,88,87,20,12,10,30,10,10,87,10,10,20,30,15,12,15,15,15,15,12,10,15,5,5,5,5,5
Peyton,Hillis,HB,33,73,82,81,83,77,82,69,73,30,25,25,57,70,50,85,65,87,87,98,85,52,86,93,87,75,64,20,20,20,39,15,12,15,69,64,70,20,10,64,30,22,16,10,14
Jayron,Hosley,CB,28,73,92,91,45,91,67,71,55,32,15,15,45,45,45,85,71,88,95,55,21,79,77,25,69,78,40,25,35,54,65,73,74,85,56,45,15,32,62,25,15,10,10,5,10
Mike,Patterson,DT,93,73,62,79,76,65,81,20,40,15,15,14,45,45,73,69,10,86,75,92,10,28,10,10,10,10,45,64,74,67,75,85,25,35,15,15,15,65,12,15,5,5,5,5,5
Mathias,Kiwanuka,RE,94,72,74,82,75,71,76,43,60,28,8,19,45,45,66,78,14,85,76,79,15,10,10,10,10,25,45,65,80,65,72,73,51,54,15,15,15,80,58,15,5,5,5,5,5
Troy,Kropog,LG,70,72,67,76,78,63,64,29,40,31,27,15,76,81,65,29,10,92,82,97,10,18,10,10,10,10,73,66,39,56,55,45,11,16,15,15,15,45,10,15,5,5,5,5,5
Adrien,Robinson,TE,81,72,84,86,56,86,57,75,74,25,15,19,72,64,44,92,11,89,87,72,73,70,75,68,72,77,67,10,10,49,33,22,10,20,84,67,52,12,10,62,15,10,5,5,10
Daniel,Fells,TE,85,71,74,76,71,73,71,68,65,30,25,25,71,56,40,86,20,74,88,68,55,36,50,56,64,70,74,10,10,40,40,10,12,15,65,73,67,25,25,66,10,10,10,10,10
Mark,Herzlich,MLB,58,71,74,82,75,75,73,72,55,20,14,17,45,45,88,74,10,73,88,98,47,29,35,45,35,40,45,55,44,66,87,81,50,68,48,55,20,86,40,25,5,5,5,5,5
Damontre,Moore,LE,98,71,73,88,65,78,60,44,52,29,14,15,45,45,75,87,10,90,66,71,35,25,45,33,44,30,45,87,67,63,88,55,50,56,22,20,10,70,45,30,5,5,5,5,5
Ryan,Nassib,QB,9,71,67,76,65,73,48,33,70,88,15,14,24,22,33,75,13,95,95,89,33,37,69,45,60,64,24,20,20,31,40,22,14,12,15,15,15,12,10,15,83,85,70,72,73
Jay,Bromley,DT,96,70,70,86,84,68,53,35,20,25,20,20,45,45,75,79,10,95,74,75,25,15,10,10,10,10,45,85,56,83,80,49,15,25,12,10,10,72,10,12,5,5,5,5,5
Charles,Brown,LT,71,70,63,85,84,68,77,55,49,24,25,25,83,74,32,64,10,89,79,69,25,20,35,35,22,25,86,15,15,15,21,10,12,15,39,55,40,15,10,35,5,5,5,5,5
Brandon,Mosley,RG,75,69,66,79,93,65,56,35,40,12,14,13,82,71,35,80,10,88,93,93,25,10,10,10,10,10,75,10,10,25,23,15,9,14,15,15,15,20,10,15,5,5,5,5,5
Curtis,Painter,QB,17,69,65,64,64,50,65,23,50,86,21,18,25,32,22,48,10,88,96,75,45,40,35,25,25,35,25,10,10,22,24,22,10,14,15,15,15,12,10,15,83,74,63,62,75
Nat,Berhe,FS,34,68,87,92,64,85,39,61,65,30,20,15,45,45,67,85,45,92,88,74,49,64,59,35,60,64,45,55,45,52,83,68,72,71,42,35,20,80,65,15,15,10,10,15,15
Larry,Donnell,TE,84,68,73,81,73,78,55,70,73,67,33,32,67,62,45,82,25,92,84,75,69,49,70,72,67,72,72,20,20,45,44,13,12,15,75,68,57,45,25,66,52,49,44,40,55
Preston,Parker,WR,83,68,87,91,53,89,65,73,65,40,25,25,49,40,32,86,62,87,84,70,55,90,67,54,77,88,43,10,10,35,35,15,10,22,77,69,70,12,10,64,25,25,25,21,20
Cooper,Taylor,SS,30,68,89,87,68,80,38,64,67,35,15,19,45,45,71,89,35,82,88,84,69,46,54,49,45,55,45,68,56,66,79,66,68,75,46,44,15,73,74,15,15,10,10,15,15
Trindon,Holliday,WR,15,67,98,97,34,95,69,70,67,15,19,12,49,20,15,88,97,78,87,40,35,95,94,24,88,95,22,10,10,35,29,25,11,20,71,63,64,12,10,40,35,30,20,15,15
Devon,Kennard,LOLB,59,66,84,83,74,76,59,47,55,15,27,24,45,45,79,75,10,75,84,84,45,25,15,30,33,32,45,82,64,65,75,52,54,67,35,33,15,73,49,25,5,5,5,5,5
Dallas,Reynolds,C,61,66,54,64,88,49,68,45,45,30,25,25,80,69,30,54,10,90,72,93,20,12,10,30,10,10,77,10,10,20,28,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Andre,Williams,HB,44,66,86,87,72,79,55,50,78,32,20,22,50,55,45,89,57,82,93,78,85,60,81,73,69,74,50,10,10,42,44,21,15,13,39,49,40,12,10,49,35,30,20,15,15
Xavier,Grimble,TE,89,65,75,74,67,69,51,74,72,13,15,19,70,62,45,78,10,90,82,65,72,55,74,70,65,66,63,10,10,52,40,13,26,23,71,76,50,15,10,60,15,10,5,5,10
Markus,Kuhn,DT,78,65,70,82,86,68,49,36,40,25,20,20,45,45,73,84,10,92,67,81,19,12,10,10,10,10,45,74,47,83,76,54,19,29,12,10,10,85,10,12,5,5,5,5,5
Michael,Cox,HB,29,64,86,88,75,85,38,60,81,29,15,11,62,57,36,95,55,91,85,82,83,63,76,84,76,74,59,10,10,22,35,17,15,25,54,60,42,35,20,54,35,30,20,15,15
Eric,Herman,RG,62,64,55,71,94,51,50,22,40,31,27,15,81,72,45,67,10,97,78,94,10,15,10,10,10,10,67,45,40,22,29,21,7,16,15,15,15,35,10,15,5,5,5,5,5
Bennett,Jackson,CB,36,64,90,92,52,87,42,71,69,30,25,24,45,45,64,89,40,95,88,75,35,65,75,44,68,74,45,39,45,53,77,52,71,81,64,62,33,60,75,25,5,5,5,5,5
Terrell,Manning,MLB,50,64,76,83,69,85,64,66,60,25,20,20,45,45,79,82,5,77,88,69,33,21,25,35,15,30,45,58,76,66,74,63,69,77,15,15,15,85,72,25,5,5,5,5,5
Kelcy,Quarles,DT,97,64,69,82,84,73,45,39,40,10,21,20,45,45,72,63,10,91,74,76,25,15,10,10,25,35,45,78,55,73,86,52,15,25,15,15,10,69,25,35,5,5,5,5,5
Steven,Baker,RT,68,63,70,68,77,58,57,35,40,35,26,34,71,76,44,81,11,92,76,80,15,11,10,10,10,10,78,10,10,40,39,10,12,12,15,15,15,15,10,15,5,5,5,5,5
Charles,James,CB,37,63,90,84,59,89,52,63,66,25,19,17,45,45,47,85,76,88,91,69,15,71,74,32,72,78,45,25,30,46,62,63,72,79,45,44,35,35,40,32,5,5,5,5,5
Julian,Talley,WR,19,63,90,91,55,88,50,69,66,40,30,28,50,45,35,96,55,89,86,72,49,68,72,64,73,76,45,10,10,35,40,20,11,20,74,66,63,12,19,67,25,20,15,10,15
Zak,DeOssie,TE,51,57,75,82,72,80,78,62,65,30,15,15,79,68,73,75,10,89,86,92,25,34,35,55,15,25,59,65,77,72,85,69,56,70,44,45,43,62,47,15,5,5,5,5,5
