FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Rob,Ninkovich,LE,50,88,74,83,76,72,90,44,40,5,12,8,45,45,95,67,10,92,94,86,20,15,10,10,10,10,45,85,58,77,87,84,44,63,12,10,10,82,10,12,5,5,5,5,5
Chandler,Jones,RE,95,87,77,93,79,82,77,48,47,20,25,15,45,45,83,86,10,84,95,85,35,25,10,45,35,40,45,92,65,86,84,72,33,39,25,15,15,71,33,15,5,5,5,5,5
Danny,Amendola,WR,80,86,85,95,48,95,90,94,68,31,28,24,61,20,25,76,87,74,97,88,39,89,87,55,73,82,30,10,10,35,35,19,14,20,83,91,95,15,15,59,15,10,5,5,10
Brandon,Browner,CB,39,86,87,88,71,87,82,78,59,29,32,31,45,45,60,93,39,88,93,72,55,45,50,49,62,66,45,60,44,37,79,87,85,93,49,55,15,73,90,15,5,5,5,5,5
Sebastian,Vollmer,RT,76,85,60,76,92,65,83,40,45,22,19,19,78,93,24,45,10,78,88,83,10,15,10,10,10,10,82,10,10,26,21,20,11,15,30,30,35,20,10,25,5,5,5,5,5
Dont'a,Hightower,LOLB,54,84,80,83,84,75,78,54,59,16,12,11,45,45,93,82,10,87,93,90,65,29,35,46,20,25,45,85,60,88,89,78,60,77,20,15,15,90,78,25,5,5,5,5,5
Shane,Vereen,HB,34,82,91,94,76,93,75,84,81,65,28,22,32,33,34,79,74,87,88,85,59,87,93,64,87,82,32,10,10,35,22,28,15,31,80,79,78,20,30,66,35,30,20,15,15
Jamie,Collins,ROLB,91,81,83,88,65,79,73,67,55,48,13,15,45,45,85,95,10,96,92,75,45,25,47,42,45,40,45,88,71,71,83,71,68,82,40,35,15,84,45,35,50,46,44,25,55
Alfonzo,Dennard,CB,37,80,87,87,57,91,74,63,65,13,8,10,45,45,60,89,40,85,95,91,25,65,55,25,55,71,45,48,44,37,65,78,85,84,35,33,10,55,87,25,5,5,5,5,5
Stevan,Ridley,HB,22,80,87,91,81,82,78,60,68,32,20,22,45,65,45,66,65,90,88,94,95,77,91,95,88,86,50,10,10,42,44,21,15,13,42,55,45,12,10,59,35,30,20,15,15
Kyle,Arrington,CB,25,79,88,91,57,87,81,78,55,20,22,17,45,45,62,88,45,88,92,65,30,50,54,22,66,70,45,49,61,58,81,78,78,84,40,35,10,44,71,20,10,10,10,10,10
Brandon,LaFell,WR,19,79,86,87,69,85,78,83,73,25,17,12,58,49,36,87,40,94,88,81,72,65,77,74,75,77,64,10,10,45,75,24,11,22,78,88,77,12,10,85,30,25,20,10,20
Logan,Ryan,CB,26,79,87,91,52,88,69,68,66,36,26,22,45,45,64,83,60,94,93,85,45,60,62,45,69,72,45,42,70,33,73,75,84,90,60,54,40,66,84,45,5,5,5,5,5
Dan,Connolly,RG,63,78,63,73,86,61,83,28,55,17,15,15,82,73,25,25,65,91,84,80,10,17,50,10,10,10,84,10,10,25,21,17,11,24,12,10,10,12,10,12,5,5,5,5,5
Tommy,Kelly,DT,93,78,63,73,91,59,75,20,40,21,10,13,45,45,76,63,10,89,72,91,10,19,10,10,10,10,45,84,53,89,77,69,18,15,15,15,15,60,10,15,5,5,5,5,5
Will,Smith,RE,90,78,73,81,85,71,84,45,40,16,15,14,45,45,75,69,10,89,86,92,10,36,10,10,35,10,45,79,52,82,80,79,50,60,20,15,15,67,20,20,5,5,5,5,5
James,Anderson,LOLB,55,76,84,83,72,78,77,43,55,35,11,10,45,45,73,89,10,89,91,80,40,44,16,28,10,35,45,66,83,64,80,79,64,75,15,15,15,85,62,20,5,5,5,5,5
Duron,Harmon,SS,30,76,88,87,62,85,60,63,64,22,21,21,45,45,69,89,50,92,88,75,45,44,51,55,67,66,45,54,51,73,82,66,68,81,45,42,20,75,74,15,5,5,5,5,5
Ryan,Wendell,C,62,76,63,74,84,63,84,24,40,17,31,18,83,69,20,48,10,87,84,65,10,15,10,10,10,10,94,10,10,20,32,29,11,11,15,15,15,20,10,15,5,5,5,5,5
Marcus,Cannon,RT,61,75,59,75,91,67,72,25,40,15,20,21,75,87,30,29,10,87,75,65,10,21,10,10,10,10,65,10,10,20,30,23,16,11,12,10,10,35,10,12,5,5,5,5,5
Patrick,Chung,SS,23,75,86,87,66,83,72,55,58,30,45,35,45,45,67,88,65,93,96,92,25,37,80,30,50,65,45,39,55,65,78,60,61,71,35,30,20,85,66,20,5,5,5,5,5
Aaron,Dobson,WR,17,75,88,87,67,86,68,84,66,35,33,25,40,46,35,91,50,92,88,73,72,71,73,62,74,73,61,10,10,40,30,25,18,25,91,75,73,15,25,81,15,10,5,5,10
Brandon,Bolden,HB,38,74,87,85,74,88,67,73,84,36,25,32,62,34,54,90,77,86,85,85,85,59,80,88,86,73,66,10,10,48,60,25,13,25,65,66,42,20,20,60,10,10,10,10,10
James,Develin,FB,46,73,73,74,76,68,69,64,72,30,25,25,77,60,42,64,30,92,78,87,77,37,49,66,46,55,78,15,15,15,49,20,12,15,36,45,42,55,10,40,5,5,5,5,5
Dominique,Easley,DT,74,73,70,90,83,71,53,35,40,28,19,11,45,45,82,75,10,74,85,75,35,15,24,40,35,35,45,83,66,84,82,49,15,25,12,10,10,80,10,12,5,5,5,5,5
Ryan,Mallett,QB,15,73,51,54,73,49,50,15,71,98,22,14,21,20,20,44,10,88,90,88,45,20,24,35,20,25,21,10,10,23,21,18,10,16,12,10,10,15,10,12,83,84,75,74,75
Kenbrell,Thompkins,WR,85,73,91,92,58,92,67,79,71,35,15,19,50,45,39,87,69,94,90,79,61,70,81,55,70,76,54,10,10,45,37,19,20,24,87,67,75,25,25,69,15,10,5,5,10
Jake,Bequette,LE,92,72,75,72,69,74,62,55,40,25,17,25,45,45,81,84,10,90,69,69,42,12,33,10,10,10,45,84,60,71,84,73,25,48,39,35,10,86,12,15,5,5,5,5,5
Michael,Hoomanawanui,TE,47,72,67,74,84,68,77,74,79,21,42,40,81,65,50,60,25,79,78,90,78,35,39,70,42,45,73,25,25,59,55,25,10,30,62,78,45,70,36,55,5,5,5,5,5
Tavon,Wilson,FS,27,72,86,88,55,88,61,65,66,30,20,15,45,45,68,82,35,95,92,87,47,55,60,38,66,70,45,40,55,57,75,64,68,74,55,50,30,69,70,20,15,10,10,15,15
Jimmy,Garoppolo,QB,10,71,69,74,63,75,51,35,59,89,20,10,10,10,16,78,10,95,93,86,42,47,65,39,55,62,10,10,10,16,37,22,17,19,25,15,17,12,10,20,84,80,71,66,75
Joe,Vellano,DT,72,71,51,65,86,52,66,42,48,30,30,30,45,45,84,67,10,93,83,84,40,19,20,50,15,15,45,78,49,85,84,75,20,30,15,10,10,65,30,12,5,5,5,5,5
D.J.,Williams,TE,45,71,83,86,63,82,65,75,70,11,14,18,61,55,46,79,8,92,93,86,67,62,74,66,75,81,60,10,10,43,39,26,16,16,73,68,66,25,25,66,15,10,5,5,10
Ryan,Allen,P,6,70,66,70,44,62,66,24,35,37,90,89,15,14,29,65,10,95,80,64,10,20,10,10,10,10,14,10,10,10,10,19,16,27,15,15,15,12,10,15,30,30,25,20,20
Matthew,Slater,WR,18,70,90,94,49,88,70,74,59,35,30,30,45,30,56,85,83,90,89,75,44,70,85,40,90,95,35,25,35,62,65,37,51,62,68,74,72,48,62,68,5,5,5,5,5
Chris,Jones,DT,94,69,61,74,88,58,64,40,40,25,20,20,45,45,69,79,10,95,82,90,19,12,10,10,10,10,45,83,58,74,69,55,19,29,12,10,10,69,10,12,5,5,5,5,5
Sealver,Siliga,DT,96,69,51,67,89,56,71,35,40,14,17,11,45,45,85,55,10,90,67,84,10,13,10,10,10,10,45,72,35,88,71,66,15,14,15,15,15,58,10,15,5,5,5,5,5
Jemea,Thomas,FS,21,69,88,89,66,87,40,67,65,21,17,19,45,45,69,87,44,90,87,87,46,55,57,44,60,72,45,45,51,63,77,70,67,74,54,49,15,77,69,25,5,5,5,5,5
James,White,HB,28,69,87,89,67,88,45,69,89,29,15,19,44,56,32,83,70,88,85,69,72,61,84,60,84,85,44,10,10,26,35,20,15,15,66,64,54,12,20,49,35,30,20,15,15
Steve,Beauharnais,LOLB,58,68,75,82,69,73,56,69,66,35,20,22,45,45,83,83,10,97,94,87,45,25,43,52,65,44,45,72,64,67,88,70,56,71,25,39,10,73,54,12,5,5,5,5,5
Josh,Boyce,WR,82,68,93,92,70,89,51,72,72,40,30,30,55,37,35,85,56,90,90,86,69,65,73,54,82,83,49,10,10,37,30,20,12,35,81,79,62,12,15,74,15,10,5,5,10
Michael,Buchanan,LE,99,68,79,81,75,72,51,55,65,20,37,30,45,45,70,82,10,85,73,75,40,30,45,45,57,48,45,84,68,69,74,59,50,65,40,35,31,76,54,35,5,5,5,5,5
Kanorris,Davis,SS,36,68,87,88,65,81,52,60,65,25,25,21,45,45,68,88,25,90,85,84,55,45,60,52,59,54,45,62,54,68,74,56,65,72,44,43,33,78,65,12,5,5,5,5,5
Braxston,Cave,C,68,67,53,69,88,51,69,30,55,17,19,19,73,77,29,45,10,84,85,85,40,14,45,22,25,25,74,10,10,32,35,21,10,15,15,15,15,20,10,15,5,5,5,5,5
Josh,Hull,MLB,52,67,74,76,74,74,74,55,55,25,20,20,45,45,82,69,10,87,86,88,30,20,25,40,22,35,45,70,45,72,80,67,55,67,15,15,15,79,50,12,6,6,6,6,6
Bryan,Stork,C,66,67,48,72,80,59,63,25,40,29,9,14,75,83,40,72,10,78,83,89,29,10,10,10,10,10,73,10,10,27,40,15,9,11,15,15,15,20,10,15,5,5,5,5,5
Chris,White,MLB,59,67,81,83,72,72,73,56,55,16,12,11,45,45,81,72,10,85,83,90,40,14,15,35,20,35,45,67,44,79,85,58,59,69,20,15,15,72,55,25,5,5,5,5,5
Chris,Barker,C,64,66,66,74,87,64,62,45,45,30,25,25,77,73,40,74,10,90,80,75,20,10,10,30,10,10,80,10,10,20,29,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Nate,Ebner,FS,43,66,87,89,78,86,60,60,74,35,15,19,45,45,74,92,30,95,92,96,74,35,55,75,63,64,71,69,45,66,75,39,47,63,25,15,15,91,45,15,15,10,10,15,15
Cameron,Fleming,LT,71,66,56,67,86,53,64,50,45,32,25,22,83,77,40,67,10,93,82,69,35,22,25,35,26,32,71,50,40,45,35,30,10,12,20,15,10,42,10,12,5,5,5,5,5
Darius,Fleming,ROLB,44,66,84,86,77,71,49,49,52,25,20,20,45,45,73,84,10,75,82,88,45,10,25,40,49,47,45,82,69,78,77,54,55,70,15,15,10,79,46,12,5,5,5,5,5
Josh,Kline,RG,67,66,64,76,83,63,51,40,40,30,21,20,78,73,39,76,10,90,82,74,20,15,15,30,10,14,80,10,10,20,29,15,12,15,35,25,20,20,10,15,5,5,5,5,5
Jon,Halapio,LG,69,65,56,70,85,52,54,40,40,30,25,25,81,74,39,70,10,78,85,91,25,10,10,30,10,10,70,10,10,20,20,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Zach,Moore,RE,71,65,76,83,78,75,42,35,35,11,22,21,45,45,74,81,10,92,76,78,29,11,10,10,10,10,45,68,80,79,81,42,32,35,12,10,10,79,10,12,5,5,5,5,5
Marcus,Forston,DT,98,64,63,78,89,66,54,35,40,25,24,20,45,45,78,77,10,72,66,65,25,11,10,10,10,10,45,79,45,72,80,46,12,15,12,10,10,70,10,20,5,5,5,5,5
Justin,Green,CB,41,63,92,88,62,86,47,54,62,27,11,15,45,45,50,87,60,89,88,70,19,65,55,21,60,76,45,20,22,45,57,51,73,75,40,44,24,45,64,15,5,5,5,5,5
Jeremy,Gallon,WR,83,62,91,88,52,90,52,74,63,25,23,12,39,35,25,91,73,87,87,87,28,84,77,25,75,85,38,10,10,35,32,25,18,24,63,75,65,15,25,47,15,10,5,5,10
Ja'Gared,Davis,ROLB,53,61,79,81,62,77,53,55,59,25,20,20,45,45,76,81,15,92,85,80,51,35,49,55,42,50,45,79,66,75,69,43,55,60,30,30,15,74,40,15,5,5,5,5,5
Danny,Aiken,TE,48,57,69,72,72,68,64,60,62,50,16,27,78,58,54,65,8,89,78,82,60,20,40,66,35,35,76,10,10,42,25,20,16,30,55,50,47,12,10,49,10,10,10,10,10
