FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Nick,Toon,WR,88,69,86,83,65,82,65,77,66,45,30,22,53,55,35,90,40,79,90,77,67,56,72,45,72,66,57,10,10,37,30,20,11,25,81,76,69,12,18,81,15,10,5,5,10
Stanley,Jean-Baptiste,CB,33,68,88,90,52,93,46,72,64,38,36,33,45,45,48,97,40,93,88,65,45,60,69,45,64,69,45,35,44,44,65,56,78,83,65,64,45,61,88,62,5,5,5,5,5
Tyrunn,Walker,RE,75,68,73,79,82,68,66,45,40,21,10,13,45,45,73,77,10,85,73,77,29,11,10,10,10,10,45,68,79,67,72,52,20,35,15,15,15,74,10,15,5,5,5,5,5
Keyunta,Dawson,LOLB,55,67,74,82,77,71,72,35,40,30,20,20,45,45,71,75,10,92,78,79,30,28,25,35,25,35,45,69,79,57,80,63,54,65,15,10,10,65,30,12,5,5,5,5,5
Bryce,Harris,RT,79,67,59,71,82,62,53,40,55,10,11,11,80,74,34,79,10,93,81,75,21,11,10,10,10,10,75,10,10,25,33,15,11,12,15,15,15,30,10,15,5,5,5,5,5
Kevin,Reddick,MLB,52,67,78,85,76,72,60,49,64,25,22,25,45,45,79,81,10,89,92,86,48,30,42,44,35,44,45,60,54,85,74,71,55,75,45,45,15,72,50,12,5,5,5,5,5
Brandon,Deaderick,RE,67,66,64,72,86,65,73,30,40,20,20,20,45,45,76,58,10,95,73,90,10,10,10,10,10,10,45,79,47,77,71,71,15,22,15,15,15,69,10,15,5,5,5,5,5
Ryan,Griffin,QB,4,66,64,71,52,63,52,45,66,81,22,22,15,14,19,65,10,90,87,74,30,35,44,40,50,52,10,10,10,15,35,10,12,15,12,10,10,12,10,12,83,76,68,64,81
Josh,Hill,TE,89,66,84,87,70,82,50,76,67,40,20,20,64,54,35,87,30,89,81,67,65,55,63,60,65,64,60,10,10,49,46,20,15,20,78,65,52,15,15,79,19,17,14,15,16
Ramon,Humber,MLB,53,66,79,83,65,80,70,49,45,27,20,20,45,45,78,74,21,87,79,67,24,49,35,40,25,25,45,52,67,67,84,67,63,73,35,33,15,74,70,15,5,5,5,5,5
Rod,Sweeting,CB,38,66,94,88,48,90,50,64,63,40,25,25,45,45,60,89,66,93,91,70,35,67,66,35,70,72,45,31,44,45,55,64,73,75,45,45,35,65,59,50,5,5,5,5,5
Timothy,Flanders,HB,40,65,86,88,68,83,45,69,83,35,25,26,45,54,44,81,69,87,93,77,74,66,82,62,74,73,45,10,10,35,40,28,12,12,63,62,44,15,15,65,35,30,20,15,15
Khairi,Fortt,MLB,54,65,81,87,84,85,57,61,58,25,20,20,45,45,73,87,10,78,88,89,44,34,40,59,25,35,45,68,52,78,73,64,70,74,35,25,15,87,55,30,5,5,5,5,5
Rufus,Johnson Jr.,LOLB,59,65,77,83,76,74,58,45,60,20,27,23,45,45,76,82,10,86,79,75,40,31,33,35,29,25,45,83,67,75,74,55,50,60,15,15,10,77,55,12,5,5,5,5,5
Trevin,Wade,CB,30,65,86,92,63,92,47,55,68,40,25,25,45,45,51,85,64,87,94,54,25,64,60,32,69,72,45,25,35,45,64,69,76,73,32,35,32,44,49,35,5,5,5,5,5
Senio,Kelemete,RG,65,64,53,81,86,66,52,26,40,14,13,13,77,68,67,69,10,84,79,92,25,10,10,15,10,10,78,70,45,64,65,32,12,12,15,15,15,65,10,15,5,5,5,5,5
Brandon,Coleman,WR,16,63,87,85,74,82,46,82,63,40,14,22,54,44,32,84,25,88,86,68,71,63,69,67,70,72,58,10,10,35,40,17,11,22,84,81,53,15,15,67,15,10,5,5,10
Terrence,Frederick,CB,37,63,89,83,55,85,55,51,62,10,15,17,45,45,59,87,33,94,93,65,10,65,54,22,66,72,45,28,34,40,72,66,67,74,44,35,20,50,53,25,5,5,5,5,5
Ty,Nsekhe,LT,78,63,56,71,85,64,66,40,25,24,25,25,79,74,38,74,10,87,77,74,25,20,15,15,22,20,64,15,15,15,21,10,12,15,15,15,10,15,10,20,5,5,5,5,5
Ronald,Powell,ROLB,56,62,84,91,73,86,42,60,62,34,28,28,45,45,80,85,10,75,84,69,55,35,39,54,45,49,45,84,65,67,67,47,55,60,25,26,10,84,45,12,5,5,5,5,5
Tavon,Rooks,LT,74,62,58,76,77,69,53,54,62,30,25,25,75,81,37,71,10,90,81,73,35,25,30,33,25,35,69,10,10,25,24,17,15,20,45,35,25,20,10,35,5,5,5,5,5
Andy,Tanner,WR,14,62,84,87,48,86,64,78,65,33,25,35,44,19,24,75,71,89,87,77,34,75,74,33,72,77,30,10,10,52,32,19,10,16,69,77,66,15,15,43,15,10,5,5,10
A.J.,Davis,CB,20,61,91,93,37,92,54,52,62,27,11,15,45,45,53,87,44,88,87,64,19,71,55,21,64,74,45,20,25,37,56,45,68,74,40,35,24,34,46,15,5,5,5,5,5
Kyle,Knox,MLB,58,61,84,78,74,80,62,57,65,20,20,20,45,45,73,87,10,90,86,75,44,25,49,42,50,55,45,63,76,64,84,53,65,75,39,49,15,76,67,20,5,5,5,5,5
Jason,Weaver,LT,71,61,54,66,88,53,61,27,40,11,15,12,77,74,33,66,10,88,78,79,24,11,15,10,10,10,69,10,10,25,30,28,12,13,15,15,15,20,10,15,5,5,5,5,5
Justin,Drescher,TE,47,50,70,72,74,68,75,65,60,20,16,14,75,69,62,62,10,88,82,85,35,32,22,10,10,10,57,58,50,59,66,40,15,15,48,45,39,67,10,12,8,8,8,8,8
