FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
B.J.,Raji,DT,90,83,63,77,94,57,84,50,65,28,17,16,45,45,79,54,10,92,78,90,70,20,10,15,10,10,45,83,59,82,74,79,20,32,15,15,15,75,10,15,5,5,5,5,5
Mason,Crosby,K,2,82,66,72,60,69,75,30,60,40,95,89,45,25,30,65,10,90,88,80,25,33,50,35,55,65,19,10,10,30,25,28,12,15,12,10,10,12,10,12,35,30,25,20,20
Mike,Neal,LE,96,82,74,84,90,70,75,30,40,25,20,20,45,45,77,70,10,84,80,60,10,12,10,10,10,10,45,86,65,79,82,74,52,60,12,10,10,75,10,12,5,5,5,5,5
Julius,Peppers,LOLB,56,82,83,89,83,85,88,68,60,25,16,11,45,45,78,87,10,90,87,90,10,40,55,70,65,65,45,71,86,65,84,77,40,68,65,45,25,88,38,58,5,5,5,5,5
A.J.,Hawk,MLB,50,81,82,85,75,81,86,53,65,28,25,25,45,45,82,75,11,97,90,90,44,43,52,65,55,60,45,78,67,77,86,85,69,74,25,20,15,84,68,25,5,5,5,5,5
Ha Ha,Clinton-Dix,FS,21,79,85,90,56,87,63,75,65,35,20,19,45,45,69,83,40,95,92,76,55,64,70,55,65,69,45,49,55,67,77,75,74,84,65,60,20,83,75,25,15,10,10,15,15
Jarrett,Boykin,WR,11,78,86,89,68,83,75,86,70,32,19,15,47,55,35,87,33,97,88,75,69,51,66,65,70,72,64,10,10,62,35,26,18,24,83,89,76,15,25,88,15,10,5,5,10
Matt,Flynn,QB,10,78,74,79,63,75,75,30,76,78,25,25,20,15,30,50,10,91,92,82,35,42,70,40,65,75,30,10,10,25,45,15,15,20,12,10,10,12,10,12,82,73,79,90,79
James,Starks,HB,44,78,89,92,68,87,74,73,80,38,33,31,35,55,32,69,50,78,87,86,79,72,85,77,80,84,42,10,10,25,48,32,19,23,70,72,70,12,10,80,35,30,20,15,15
Brad,Jones,MLB,59,77,81,85,66,83,80,52,49,32,25,22,45,45,83,75,10,87,91,75,45,50,42,35,20,20,45,67,77,77,85,78,65,73,15,10,10,82,35,12,5,5,5,5,5
David,Bakhtiari,LT,69,76,67,85,84,65,78,40,22,22,20,20,73,88,40,66,10,89,85,69,25,10,10,15,10,10,80,10,10,20,28,15,10,10,12,15,15,25,10,15,5,5,5,5,5
Derek,Sherrod,RT,78,76,67,83,84,69,60,25,40,26,35,8,84,79,35,70,14,73,85,77,10,35,10,10,10,10,85,10,10,29,25,10,12,12,15,15,15,35,10,15,5,5,5,5,5
Don,Barclay,RT,67,75,69,76,82,63,75,45,29,17,20,21,77,79,44,75,10,92,83,87,15,10,15,10,10,10,75,10,10,25,31,10,12,12,25,25,30,15,10,40,5,5,5,5,5
Mike,Daniels,RE,76,75,70,84,74,74,70,43,52,29,26,21,45,45,81,85,12,83,84,91,25,11,10,29,10,10,45,71,88,69,73,65,20,60,25,25,10,67,10,12,5,5,5,5,5
Letroy,Guion,DT,98,75,64,83,85,63,77,30,40,26,25,25,45,45,65,60,10,88,66,84,20,12,15,35,10,10,45,85,65,68,71,72,15,20,15,15,15,75,15,15,5,5,5,5,5
Micah,Hyde,CB,33,75,89,91,53,90,65,67,72,30,25,24,45,45,68,83,84,93,90,69,33,65,79,45,74,82,45,35,48,57,76,69,78,83,60,45,33,45,74,25,5,5,5,5,5
Jarrett,Bush,CB,24,74,85,87,50,87,74,53,65,17,24,17,45,45,62,90,65,92,87,77,34,24,10,10,10,10,45,24,69,37,85,71,76,82,20,15,15,45,72,12,5,5,5,5,5
DuJuan,Harris,HB,26,74,93,94,59,92,63,63,74,40,20,22,28,26,34,75,70,85,88,82,62,82,80,72,85,88,35,10,10,22,35,17,20,30,61,66,55,15,20,45,35,30,20,15,15
Davon,House,CB,31,74,90,87,49,86,68,55,54,10,9,9,45,45,49,85,40,95,90,65,10,61,50,25,70,65,45,40,35,43,68,69,84,75,55,45,25,56,86,35,5,5,5,5,5
Datone,Jones,LE,95,74,76,84,76,72,59,35,45,24,19,21,45,45,75,77,10,87,74,86,30,25,25,35,10,10,45,71,82,74,84,65,20,40,12,10,10,70,10,12,5,5,5,5,5
Andrew,Quarless,TE,81,74,79,81,69,77,74,76,67,25,11,15,70,62,45,77,21,91,86,80,54,50,49,64,56,62,67,10,10,58,35,17,19,18,79,70,68,20,10,62,15,10,5,5,10
J.C.,Tretter,C,73,74,67,83,89,70,64,60,65,65,19,18,79,82,32,78,10,85,88,85,44,25,39,52,45,35,86,24,23,22,21,10,12,12,62,64,32,12,10,55,54,48,43,28,35
Nick,Perry,LOLB,53,73,84,88,83,73,67,40,40,36,37,16,45,45,75,91,10,97,83,73,25,35,15,25,45,40,45,87,69,73,76,69,54,61,20,15,15,86,24,25,5,5,5,5,5
Davante,Adams,WR,17,72,87,90,62,86,48,83,64,30,25,30,46,38,42,92,45,92,89,74,64,74,84,59,76,84,45,10,10,52,44,26,18,24,85,84,71,15,25,81,15,10,5,5,10
Brandon,Bostick,TE,86,72,85,87,72,84,62,75,69,32,22,17,59,55,32,87,10,92,85,70,70,60,65,60,70,75,65,10,10,43,39,15,11,20,72,70,64,20,10,76,15,10,5,5,10
Tim,Masthay,P,8,72,59,65,44,55,78,35,39,45,88,84,20,20,32,49,5,92,88,65,15,18,10,10,10,10,23,10,10,26,18,31,10,29,12,12,10,12,10,10,44,36,28,10,18
Ryan,Taylor,TE,82,72,76,81,68,75,64,72,70,42,30,15,76,64,60,71,10,95,85,80,71,44,65,60,67,70,66,10,10,55,38,26,11,26,66,74,62,15,10,66,15,10,5,5,10
Josh,Boyd,DT,93,71,64,82,91,58,59,38,45,14,17,11,45,45,84,73,10,94,72,72,25,11,19,35,10,10,45,77,49,85,78,51,15,23,15,15,15,72,10,15,5,5,5,5,5
Scott,Tolzien,QB,16,71,66,67,54,66,58,35,65,83,25,25,20,15,30,68,10,95,90,90,20,44,65,32,74,54,30,10,10,25,30,15,15,20,12,10,10,12,10,12,84,76,80,67,76
Chris,Banjo,SS,32,70,90,92,71,88,52,62,65,21,17,19,45,45,67,92,60,94,86,75,50,61,65,49,65,72,45,57,52,64,75,55,64,75,35,40,15,74,69,25,5,5,5,5,5
Corey,Linsley,C,63,70,68,76,95,66,54,35,40,26,22,22,83,76,29,75,10,91,82,84,24,11,10,10,10,10,82,10,10,10,30,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Jerel,Worthy,RE,99,70,68,90,82,66,62,35,39,16,15,25,45,45,84,78,10,92,73,74,25,10,15,19,10,10,45,86,49,76,85,59,14,31,15,15,15,64,15,20,5,5,5,5,5
Jared,Abbrederis,WR,84,69,89,87,39,86,62,81,68,33,25,35,48,25,28,78,72,93,92,82,29,69,75,34,72,73,45,10,10,32,29,25,10,16,69,82,70,15,15,76,15,10,5,5,10
Sean,Richardson,FS,28,69,88,91,72,86,57,59,60,24,26,19,45,45,69,90,55,94,88,84,61,51,52,54,55,62,45,60,59,68,62,52,60,76,40,40,20,74,71,25,5,5,5,5,5
Colt,Lyerla,TE,46,68,87,91,62,86,35,76,72,35,22,22,66,59,42,90,45,85,79,62,75,65,77,68,73,79,70,10,10,50,40,22,19,20,81,77,53,12,10,63,15,10,5,5,10
Jamari,Lattimore,MLB,57,67,80,87,69,74,69,40,50,40,30,30,45,45,78,80,10,90,84,79,55,35,39,55,40,45,45,68,82,70,79,67,60,69,15,10,10,77,50,12,5,5,5,5,5
Andy,Mulumba,ROLB,55,67,76,81,74,73,62,52,40,10,28,22,45,45,72,88,10,92,82,74,40,20,35,33,34,44,45,68,82,66,79,63,52,62,25,15,18,74,25,45,5,5,5,5,5
Richard,Rodgers,TE,89,67,76,84,64,81,50,78,73,29,22,19,62,60,44,79,10,88,84,67,64,62,71,65,73,73,62,10,10,44,42,16,15,17,84,79,49,12,10,74,15,10,5,5,10
Garth,Gerhart,C,72,66,57,60,85,59,66,33,40,30,25,25,77,74,42,80,10,81,84,87,15,10,10,10,10,10,75,25,10,15,35,25,15,20,12,10,10,33,10,12,5,5,5,5,5
Demetri,Goodson,CB,39,66,91,92,45,94,43,68,65,22,25,25,45,45,45,88,45,75,90,73,25,80,81,26,75,85,45,25,32,33,65,55,83,77,65,56,25,56,65,15,5,5,5,5,5
Jake,Stoneburner,TE,85,66,85,74,66,75,51,73,71,25,22,22,65,57,39,79,15,87,81,77,73,48,74,66,65,71,69,10,10,40,52,31,11,21,64,75,54,25,25,68,15,10,5,5,10
Khyri,Thornton,RE,94,66,70,83,87,64,55,49,54,16,15,25,45,45,74,77,10,95,72,77,34,12,17,27,45,25,45,65,84,67,69,60,30,40,15,15,15,74,20,15,5,5,5,5,5
Sam,Barrington,MLB,58,65,76,84,73,77,57,56,66,35,20,22,45,45,82,89,10,94,86,85,45,25,43,50,60,55,45,79,60,82,72,55,52,74,25,39,10,87,54,12,5,5,5,5,5
Carl,Bradford,MLB,91,65,80,86,74,83,52,54,60,10,25,21,45,55,77,88,10,95,82,77,40,20,25,25,51,32,45,65,85,68,83,70,51,61,15,15,15,85,40,12,5,5,5,5,5
Chris,Harper,WR,13,65,88,84,72,88,49,74,74,70,25,15,55,60,44,88,55,95,94,84,69,67,76,64,81,75,63,10,10,54,55,24,15,25,79,81,54,12,10,77,64,53,44,35,60
Nate,Palmer,ROLB,51,65,79,87,73,74,56,50,55,12,14,12,45,45,77,86,10,92,79,83,40,25,29,28,35,45,45,65,85,64,74,55,55,65,40,35,15,77,20,55,5,5,5,5,5
Myles,White,WR,19,65,92,94,44,89,57,76,61,39,34,32,39,34,30,91,70,91,86,68,42,85,79,39,82,90,36,10,10,40,35,25,11,35,76,69,64,20,35,49,15,10,5,5,10
Kevin,Dorsey,WR,6,63,90,90,63,87,50,72,66,35,22,21,43,42,39,91,65,92,84,71,49,67,76,45,80,82,49,10,10,36,15,22,15,14,73,74,52,15,15,75,15,10,5,5,10
Brett,Goode,C,61,63,67,72,73,65,78,35,32,37,15,21,70,67,45,40,10,87,78,75,10,23,10,10,10,10,75,10,10,22,61,25,14,12,12,10,10,55,10,12,5,5,5,5,5
Adrian,Hubbard,LOLB,49,63,82,88,79,77,48,50,55,36,37,16,45,45,73,88,10,91,83,85,44,15,35,40,30,42,45,74,54,84,75,49,65,70,29,25,15,76,54,40,5,5,5,5,5
Jeff,Janis,WR,83,63,93,94,71,93,48,74,71,23,15,19,40,38,40,90,45,95,88,65,50,55,71,46,73,83,42,10,10,35,35,25,15,25,82,77,54,15,17,55,15,10,5,5,10
Lane,Taylor,LG,65,63,50,68,89,52,53,15,35,10,11,11,78,72,30,74,10,90,78,81,21,10,10,10,10,10,69,10,10,25,33,15,11,12,15,15,15,40,10,15,5,5,5,5,5
Andrew,Tiller,RG,68,63,52,66,79,52,55,35,45,30,25,25,81,72,39,65,10,91,69,91,20,10,10,30,10,10,76,20,10,20,25,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Aaron,Adams,LT,77,62,59,72,79,61,62,40,35,25,21,19,75,78,45,72,10,90,79,75,35,30,25,10,10,10,66,40,30,40,50,30,12,15,25,35,28,40,10,35,5,5,5,5,5
