FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Jordan,Poyer,SS,33,69,89,87,64,85,50,72,65,30,25,25,45,45,60,79,65,92,93,84,25,45,60,15,65,66,45,40,44,48,73,74,72,81,65,45,35,50,69,15,5,5,5,5,5
Tyler,Thigpen,QB,4,69,75,77,60,74,62,30,75,82,20,20,15,10,20,70,10,90,90,78,35,59,80,40,65,75,10,10,10,10,24,15,15,20,15,15,15,12,10,15,77,74,66,63,85
Isaiah,Trufant,CB,35,69,92,94,43,90,64,55,55,15,15,16,45,45,40,88,55,87,88,72,31,71,58,32,65,74,45,25,32,47,55,66,78,73,67,54,32,28,45,48,5,5,5,5,5
Terrance,West,HB,20,69,87,90,68,85,43,69,84,39,35,33,49,57,40,82,55,91,90,88,87,61,83,75,74,84,50,25,30,49,42,37,35,40,65,65,48,12,20,52,35,30,15,10,10
Anthony,Armstrong,WR,86,68,93,93,52,89,68,72,62,25,16,16,49,35,25,93,60,90,87,78,37,84,74,35,85,88,49,10,10,37,30,27,22,20,87,65,66,15,15,56,15,10,10,10,10
Josh,Aubrey,SS,37,68,91,85,70,83,46,65,55,25,15,11,45,45,71,89,64,95,91,82,44,52,49,35,60,65,45,50,65,61,72,60,76,72,60,45,20,64,72,35,5,5,5,5,5
Zac,Diles,MLB,96,68,75,85,74,74,73,48,60,20,20,20,45,45,81,80,10,92,70,81,25,37,10,25,20,45,45,65,70,71,87,68,50,61,25,20,15,72,50,20,5,5,5,5,5
Ishmaa'ily,Kitchen,DT,67,68,53,73,91,53,66,35,40,25,20,20,45,45,82,80,10,83,75,75,35,10,15,35,10,10,45,75,40,82,70,56,15,20,15,15,15,73,15,15,5,5,5,5,5
Edwin,Baker,HB,27,67,88,87,73,87,60,68,78,15,15,15,49,53,35,86,55,89,90,75,85,55,75,79,72,63,49,10,10,35,33,22,13,16,50,45,38,20,20,52,35,30,20,15,15
Armonty,Bryant,LE,95,67,75,78,67,80,49,45,45,23,16,23,45,45,74,82,10,95,75,69,45,30,31,29,35,35,45,72,83,66,73,59,40,59,30,25,15,87,59,20,5,5,5,5,5
Isaiah,Crowell,HB,30,67,88,92,74,90,36,59,74,32,20,22,45,42,40,89,70,93,85,75,62,82,87,65,83,88,45,10,10,42,44,21,15,13,49,55,45,12,10,59,35,30,20,15,15
Pierre,Desir,CB,26,67,87,91,49,90,43,76,64,35,20,20,45,45,50,92,56,93,87,69,33,66,74,35,65,66,45,32,42,45,63,54,78,83,75,65,25,47,86,30,5,5,5,5,5
Eric,Martin,LOLB,52,67,84,77,71,79,60,43,59,24,15,17,45,45,78,75,10,91,79,80,55,43,44,29,39,46,45,70,82,67,74,57,55,60,35,45,10,84,10,12,5,5,5,5,5
Tank,Carder,MLB,59,66,82,77,66,80,66,67,55,20,14,17,45,45,83,87,10,84,95,97,27,11,42,35,33,32,45,64,48,68,89,66,50,72,48,44,20,77,52,25,5,5,5,5,5
Reid,Fragel,LT,78,66,63,72,91,64,57,60,65,30,25,25,83,76,35,78,10,90,84,86,24,12,10,15,10,10,86,10,10,15,27,25,15,12,55,64,42,25,10,45,5,5,5,5,5
Connor,Shaw,QB,9,66,82,86,51,85,49,46,69,81,25,20,25,26,36,84,10,83,94,86,42,71,78,45,74,78,19,10,10,30,39,28,12,12,22,20,15,12,10,17,72,78,66,74,80
Garrett,Gilkey,LG,65,65,52,68,87,54,50,40,40,30,25,25,75,78,32,75,10,76,75,69,20,12,10,30,10,10,76,10,10,20,20,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Charles,Johnson,WR,80,65,93,91,56,90,41,77,69,33,25,25,40,21,35,94,58,90,83,72,54,65,74,61,75,74,45,10,10,49,35,15,45,52,78,69,56,25,35,82,15,10,5,5,10
MarQueis,Gray,TE,47,64,81,89,61,84,52,68,74,85,25,15,62,52,47,77,55,91,82,74,61,76,84,60,74,83,60,10,10,44,55,35,18,30,67,74,45,27,20,72,56,52,50,35,50
Chris,Kirksey,MLB,58,64,85,89,63,86,54,70,57,30,20,20,45,45,83,88,10,92,88,69,50,30,35,37,30,28,45,54,50,66,84,69,73,75,55,61,10,68,66,20,5,5,5,5,5
Conner,Vernon,WR,89,64,83,87,44,90,49,83,70,35,19,22,32,34,28,82,65,93,95,81,56,72,76,41,75,73,42,10,10,35,39,19,15,25,69,87,72,15,15,48,15,10,5,5,10
Brandon,Magee,LOLB,49,63,83,78,63,81,54,55,60,20,27,23,45,45,79,78,10,90,84,75,55,35,31,33,25,24,45,51,61,63,82,64,72,70,35,33,15,72,60,25,5,5,5,5,5
Martin,Wallace,RT,64,63,48,74,83,50,52,40,40,30,25,25,80,72,35,75,10,90,76,87,20,12,10,30,10,10,65,10,10,20,29,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Christian,Yount,C,57,63,65,78,69,71,74,58,60,14,13,13,72,68,64,67,10,95,75,84,27,28,25,35,25,30,76,10,10,45,44,40,25,24,45,50,40,55,15,12,5,5,5,5,5
Spencer,Lanning,P,5,62,66,71,45,65,69,25,45,50,87,82,30,23,35,65,10,90,85,70,10,25,35,10,30,35,30,10,10,25,30,26,19,15,12,10,10,25,10,12,30,30,25,20,20
Chris,Faulk,LT,70,61,61,69,83,64,52,35,39,25,12,11,76,80,38,73,10,73,75,78,25,10,10,10,10,10,65,10,10,35,20,10,10,15,15,15,15,25,10,15,5,5,5,5,5
T.J.,Heath,CB,41,60,93,94,37,87,44,54,55,19,18,18,45,45,45,89,44,84,85,58,27,74,55,31,70,74,45,21,28,45,59,45,76,68,52,55,20,35,47,20,5,5,5,5,5
Keavon,Milton,RT,63,60,72,79,67,79,46,72,70,25,35,31,74,73,57,76,10,92,81,67,73,59,68,71,66,65,75,65,52,55,70,39,25,35,71,75,60,62,10,78,15,10,5,5,10
Darius,Eubanks,MLB,50,59,88,84,73,83,55,66,64,30,20,22,45,45,69,86,10,88,84,75,54,31,47,52,41,47,45,52,65,67,77,60,64,75,55,50,15,76,60,15,5,5,5,5,5
