FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Michael,Griffin,FS,33,82,87,89,68,87,80,68,85,30,20,15,45,45,59,90,70,94,95,74,20,65,60,25,77,86,45,19,34,61,69,77,75,83,72,70,30,74,74,20,15,10,10,15,15
George,Wilson,SS,21,81,84,90,63,85,76,57,60,25,20,20,45,45,77,84,50,91,92,85,50,35,55,45,40,50,45,57,72,67,83,75,67,76,45,55,58,74,65,50,15,10,10,15,15
Brett,Kern,P,6,80,65,72,45,73,80,45,45,45,87,91,20,20,20,40,10,78,75,50,10,12,10,10,10,10,15,10,10,10,25,15,10,25,12,10,10,12,10,12,15,15,15,15,15
Shaun,Phillips,ROLB,58,80,81,85,76,73,85,56,65,12,16,17,45,45,72,64,10,88,85,84,10,37,17,18,25,25,45,88,65,66,78,85,55,75,30,20,20,85,65,12,5,5,5,5,5
Sammie,Hill,DT,94,79,62,78,89,63,80,28,40,14,17,11,45,45,83,55,10,85,74,75,10,21,10,10,10,10,45,84,52,81,75,66,22,20,15,15,15,60,10,15,5,5,5,5,5
Taylor,Lewan,RT,77,79,75,87,90,74,56,48,46,16,21,23,85,86,39,76,11,89,90,89,40,20,35,40,30,30,83,10,10,25,23,10,12,12,35,35,31,25,10,40,5,5,5,5,5
Chance,Warmack,RG,70,79,52,75,92,64,70,44,55,30,25,25,92,73,35,65,10,98,84,94,40,10,15,35,15,10,87,20,10,25,28,15,12,15,15,15,15,25,10,15,5,5,5,5,5
Dexter,McCluster,WR,22,78,92,94,47,95,79,83,75,25,14,11,59,30,20,80,90,85,95,80,40,92,90,35,91,95,25,10,10,35,44,28,10,20,79,76,78,12,10,58,35,30,20,15,15
Shonn,Greene,HB,23,77,84,87,79,79,79,55,91,30,25,25,35,49,20,84,55,94,96,87,86,55,85,93,87,81,45,10,10,11,40,20,15,20,45,50,40,20,20,60,35,30,20,15,15
Karl,Klug,RE,97,77,75,82,81,68,72,35,40,28,17,16,45,45,73,55,10,84,74,92,44,12,10,10,10,10,45,91,66,76,74,74,25,53,15,15,15,65,12,15,5,5,5,5,5
Colin,McCarthy,MLB,52,76,84,82,68,78,78,74,55,25,20,20,45,45,85,65,10,84,95,86,35,20,40,35,15,30,45,67,55,70,89,84,70,78,45,55,15,69,60,12,5,5,5,5,5
Michael,Oher,RT,72,76,61,78,97,65,76,25,40,25,28,10,71,82,39,72,11,97,89,95,35,21,10,35,10,10,83,10,10,39,25,10,12,12,12,20,10,12,10,12,5,5,5,5,5
Ropati,Pitoitua,LE,92,76,63,74,89,62,76,30,33,19,37,27,45,45,88,60,10,80,68,82,10,12,10,10,10,10,45,76,57,88,77,75,13,30,15,15,15,66,10,15,5,5,5,5,5
Chris,Spencer,LG,60,76,59,75,86,58,75,32,40,12,11,15,84,74,41,44,10,90,85,90,20,35,10,10,10,10,81,30,30,41,35,15,12,14,15,15,15,20,10,15,5,5,5,5,5
Craig,Stevens,TE,88,76,72,76,80,67,77,72,70,30,35,35,82,61,50,70,30,94,76,80,72,30,64,67,40,55,79,30,20,25,45,15,12,15,60,73,64,20,10,72,15,10,5,5,10
Zach,Brown,MLB,55,75,89,91,63,88,74,72,60,17,21,20,45,45,85,87,10,95,88,64,10,47,42,35,45,66,45,66,81,66,90,72,67,76,45,40,15,86,60,25,5,5,5,5,5
Justin,Hunter,WR,15,75,92,89,55,94,59,81,71,38,19,17,49,45,35,95,50,83,90,68,48,74,75,45,80,82,50,10,10,42,37,27,10,21,93,78,72,12,10,82,15,10,5,5,10
Jake,Locker,QB,10,75,83,86,69,85,69,35,63,95,15,18,18,12,29,75,10,79,97,96,35,62,87,66,80,84,26,10,10,19,24,25,13,19,15,15,15,12,10,15,74,75,61,61,81
Mike,Martin,RE,93,75,71,80,86,68,69,35,40,25,20,20,45,45,75,82,10,87,69,88,15,12,22,10,10,10,45,87,65,79,84,65,20,30,12,10,10,64,10,12,5,5,5,5,5
Wesley,Woodyard,MLB,59,75,85,86,66,82,80,65,70,25,20,20,45,45,83,86,10,95,93,86,25,21,25,35,15,30,45,49,68,66,88,83,69,78,15,15,15,83,50,12,5,5,5,5,5
Jackie,Battle,HB,44,74,82,86,79,78,72,63,89,35,25,25,30,55,20,84,60,88,77,70,88,61,80,88,74,76,30,10,10,15,25,20,15,20,40,48,55,39,20,50,44,38,25,15,18
Antonio,Johnson,DT,90,74,66,77,82,65,75,25,20,25,20,20,45,45,76,70,10,85,66,82,10,12,10,10,10,10,45,76,56,78,83,68,15,25,12,10,10,70,10,12,5,5,5,5,5
Collin,Mooney,FB,42,74,80,76,74,78,65,64,72,35,20,20,77,60,59,71,10,94,85,87,66,54,72,69,66,64,76,10,10,49,65,25,12,15,50,61,52,25,25,60,20,15,10,10,10
Leon,Washington,HB,26,74,93,94,62,90,74,74,69,22,11,10,28,37,24,84,99,85,89,75,53,84,81,62,86,89,25,10,10,24,40,25,13,13,54,66,70,20,20,73,35,30,20,15,15
Kamerion,Wimbley,ROLB,95,74,80,88,74,79,79,38,65,13,36,11,45,45,68,84,10,93,69,80,10,40,15,29,35,52,45,64,86,65,79,72,55,60,25,15,10,83,65,35,5,5,5,5,5
Bishop,Sankey,HB,20,73,89,91,79,91,56,72,79,30,23,15,45,44,35,86,60,86,94,72,56,79,87,62,85,92,45,20,30,32,40,15,19,29,65,66,52,12,20,55,35,30,20,15,15
Coty,Sensabaugh,CB,24,73,95,95,48,89,67,47,64,17,15,22,45,45,45,89,44,95,92,66,25,71,60,22,73,75,45,35,36,31,52,63,77,80,35,33,20,42,60,15,5,5,5,5,5
Charlie,Whitehurst,QB,12,73,65,75,62,65,68,32,64,88,24,28,12,21,31,83,15,83,88,72,20,20,55,45,52,60,12,20,20,31,25,18,12,16,12,10,10,12,10,12,79,74,73,66,75
Al,Woods,RE,96,73,60,70,94,57,74,15,25,20,19,22,45,45,86,45,10,88,77,75,15,10,10,10,10,10,45,78,65,86,74,67,12,30,15,15,15,52,12,15,5,5,5,5,5
Blidi,Wreh-Wilson,CB,25,73,90,91,52,92,56,60,65,30,32,31,45,45,55,89,55,87,91,69,35,57,65,30,66,72,45,45,50,53,68,62,83,84,54,51,20,57,80,35,5,5,5,5,5
Brian,Schwenke,C,62,72,70,84,91,61,70,44,35,33,25,22,84,73,50,73,10,96,86,89,24,11,15,15,15,10,66,10,10,27,28,15,12,20,15,15,15,27,10,14,5,5,5,5,5
Taylor,Thompson,TE,84,72,84,85,76,75,59,69,73,20,26,22,85,54,60,89,10,86,83,82,68,55,71,73,66,69,69,52,77,74,72,63,25,35,72,64,45,69,50,74,15,10,5,5,10
Derek,Hagan,WR,81,71,82,87,64,81,72,79,69,30,25,15,53,18,30,82,35,92,79,82,60,85,78,45,72,74,45,10,10,49,33,18,15,25,66,81,72,15,15,75,15,10,5,5,10
Tommie,Campbell,CB,37,70,95,92,67,94,57,58,64,29,32,31,45,45,66,88,59,87,83,75,55,75,66,45,82,86,45,52,64,46,76,46,77,72,50,45,15,77,71,15,5,5,5,5,5
Byron,Stingily,RT,68,70,64,79,82,68,61,25,25,30,25,25,74,84,35,57,10,92,75,70,10,12,10,10,10,10,76,10,10,15,30,20,15,20,12,10,10,12,10,12,5,5,5,5,5
Marc,Mariani,WR,83,69,91,92,55,91,70,72,74,33,17,26,40,32,32,82,95,87,93,82,52,85,87,35,75,85,39,10,10,35,32,25,11,20,74,68,68,15,15,57,15,10,5,5,10
Eric,Olsen,RG,66,69,56,69,83,56,60,26,40,20,14,19,75,82,40,33,10,87,79,80,10,20,10,10,10,10,73,10,10,30,25,23,11,13,15,15,15,20,10,15,5,5,5,5,5
Daimion,Stafford,FS,39,69,87,84,72,82,44,59,60,21,19,22,45,45,71,83,55,92,85,82,53,40,49,38,54,52,45,57,52,62,76,64,69,78,48,45,20,67,72,25,5,5,5,5,5
Moise,Fokou,MLB,53,68,79,83,66,79,73,61,55,25,20,20,45,45,78,70,10,90,85,65,33,32,21,25,10,15,45,54,45,65,83,78,67,74,20,24,15,87,40,25,5,5,5,5,5
Zach,Mettenberger,QB,7,68,64,65,62,59,48,23,65,93,12,12,11,14,18,66,10,82,88,80,40,39,45,33,35,36,11,10,10,18,30,13,10,21,12,10,10,12,10,12,75,78,76,62,75
Avery,Williamson,MLB,54,68,85,88,77,75,64,60,45,30,20,20,45,45,84,78,10,92,91,76,49,25,35,40,30,22,45,65,48,85,74,59,55,65,35,39,10,82,65,20,5,5,5,5,5
Khalid,Wooten,CB,36,68,89,93,62,85,46,67,62,20,15,13,45,45,57,84,73,95,92,56,35,72,68,25,72,80,45,40,44,42,75,67,73,82,55,54,25,62,84,20,5,5,5,5,5
Patrick,Bailey,LOLB,57,67,77,82,68,74,68,57,64,20,20,20,45,45,78,70,10,82,84,70,30,20,10,10,10,10,45,77,67,68,78,56,53,61,25,25,25,70,35,20,5,5,5,5,5
Lavar,Edwards,LE,98,67,76,87,72,73,55,35,48,16,15,25,45,45,73,81,10,95,75,85,33,11,25,10,10,10,45,79,52,70,87,61,55,35,25,30,15,69,25,15,5,5,5,5,5
Tyler,Wilson,QB,8,67,65,76,56,73,46,25,62,88,22,20,21,18,24,67,10,85,95,91,39,37,70,39,65,63,21,10,10,23,29,32,11,20,15,15,10,12,10,15,83,77,72,63,77
Marc,Anthony,CB,35,66,86,91,52,90,43,64,66,36,26,22,45,45,64,87,50,79,92,77,35,59,62,39,66,71,45,45,52,43,76,61,76,77,58,49,40,72,76,45,5,5,5,5,5
Marqueston,Huff,SS,28,66,90,92,62,85,53,54,65,26,23,19,45,45,71,86,35,95,92,73,45,62,60,50,62,64,45,51,58,54,78,44,76,70,50,49,15,65,75,15,5,5,5,5,5
DaQuan,Jones,LE,75,66,55,77,85,52,60,29,40,16,7,17,45,45,87,72,10,90,78,75,15,10,10,20,10,10,45,78,50,86,78,65,15,25,15,15,15,70,14,15,5,5,5,5,5
Michael,Preston,WR,14,66,86,85,65,87,54,76,72,23,21,21,57,28,20,87,25,88,85,75,50,70,55,52,75,73,35,10,10,36,33,28,10,22,84,74,64,15,15,75,15,10,5,5,10
Brian,Robiskie,WR,17,66,88,85,61,84,64,79,70,15,28,19,52,45,55,85,68,88,89,85,46,77,69,60,74,84,54,10,10,35,30,13,16,22,85,70,60,12,10,65,30,25,20,10,20
Zaviar,Gooden,LOLB,50,65,90,91,74,87,53,71,64,25,20,20,45,45,67,89,15,82,87,72,65,49,60,46,55,56,45,61,74,63,74,51,74,70,55,50,15,87,50,25,5,5,5,5,5
Micah,Pellerin,CB,32,65,86,88,53,92,57,62,65,35,25,25,45,45,52,84,65,95,96,84,34,74,65,33,65,74,45,31,40,45,54,49,82,71,35,57,19,44,55,30,5,5,5,5,5
Jeff,Adams,LT,76,63,63,64,75,58,66,45,55,17,20,21,70,81,40,72,10,94,85,87,35,15,10,10,10,10,78,10,10,25,31,10,12,12,25,30,30,15,10,35,5,5,5,5,5
Tyler,Horn,C,69,63,60,75,69,66,65,25,40,17,31,18,72,76,25,73,10,95,85,76,17,11,10,10,10,10,78,10,10,20,32,29,20,27,15,15,15,20,10,15,5,5,5,5,5
Chigbo,Anunoby,DT,78,62,43,64,91,46,47,35,35,26,25,25,45,45,79,67,10,90,74,83,20,10,22,35,10,10,45,71,54,84,56,69,15,20,15,15,15,66,15,15,5,5,5,5,5
Maikon,Bonani,K,3,59,70,72,35,65,54,45,48,45,87,81,15,10,20,30,0,90,85,50,15,25,20,15,15,15,15,10,10,15,20,15,15,20,12,10,10,12,10,12,25,25,20,20,20
Beau,Brinkley,TE,48,53,76,72,69,70,45,58,69,25,19,26,73,62,60,77,10,92,76,75,45,35,52,40,50,45,67,35,40,58,60,35,23,30,52,65,44,49,15,42,10,10,10,10,10
